"frame","targetX","targetY","chaserX","chaserY","d0_x","d0_y","d1_x","d1_y","d2_x","d2_y","d3_x","d3_y","d4_x","d4_y","d5_x","d5_y","d6_x","d6_y","d7_x","d7_y","d8_x","d8_y"
0,297.8050180924205,301.6497392093256,,,30.2574197493738,389.5735860289234,87.48606551862642,134.7324961727151,390.0235706131896,515.2163825729712,149.20222719127338,31.057702664394938,203.28191919964053,428.3459871182789,533.7381701752183,164.53735011076728,421.570543868887,235.9915931490494,442.6124122439379,472.27709779760886,41.29464895888635,198.18851246424873
1,295.61003618484096,303.29947841865123,,,32.08218181308663,388.7415394778645,85.49014519356798,134.9283535399832,388.3903897258367,516.3803319883152,150.69275179295906,32.39949045091869,201.53994553017415,427.35221360928387,532.7599521792499,166.28810640581753,422.74027953090143,237.6206347486736,441.0149584932912,471.06457993512623,40.42497293803226,199.9956432484052
2,293.41505427726145,304.94921762797685,,,33.91127886975548,387.907516276803,83.48948326371517,135.12467619547948,386.75332897503023,517.5470465381484,152.18681735693104,33.744465853361646,200.27857007955743,428.91750039297716,531.7794102813294,168.0430218821428,423.9127940734922,239.25354637825944,439.711329409792,472.5948550591737,39.55323087278839,201.8070671397978
3,291.22007236968193,306.59895683730247,,,35.74408088694737,387.07180370500856,81.484768857017,135.32139651587045,385.1129522463026,518.7161243476746,153.6839092523452,35.09216559498188,199.0146396271532,430.4859577715384,530.7968822290877,169.8014920591535,425.08768362405596,240.88976558143915,438.40505973689733,474.12822985959065,38.67972303468614,203.62216019351484
4,289.0250904621024,308.2486960466281,,,37.580459445167115,386.2344603186076,79.47614243840624,135.51850071749368,383.4693744764279,519.8874835027643,155.18392258200927,36.442495246092555,197.7482427331601,432.0574758473884,529.8124368656161,171.56339372558602,426.26486586125003,242.5291777127452,437.09624100140087,475.6645968969395,37.825722108171554,205.45085168563452
5,286.8301085545229,309.8984352559537,,,39.588734130989856,386.46566274088207,77.46426622618168,135.71592381762875,381.8231375318601,521.0607378213679,156.68636281081908,37.795009620373285,196.47979691234792,433.63153651122764,528.8263987498906,173.32814600511946,427.4439526832296,244.17124227908116,435.78530470400796,477.2034496507661,36.97033947785607,207.2825018513421
6,284.6351266469434,311.5481744652793,,,40.9803998423435,384.99501983591665,75.58700195915904,134.95737066995716,380.1743038956607,522.2358427725192,156.1318904831008,39.74233713362759,195.2093503086844,435.20808001945136,527.8388053070709,175.0956819164327,428.6248993376553,245.81589695574837,434.47230060141595,478.7447297137849,36.113607609859336,209.11704117020156
7,282.44014473936386,313.19791367460493,,,42.374278037397026,383.5220388885399,73.70675319912398,134.19761156710464,378.5228489276903,523.4128159169649,155.57653664987646,41.69276052712545,194.06403268629848,436.88164413170784,526.8033943364624,176.83938298482835,429.80772347257215,247.4631663204361,433.15720907211573,480.2884601188568,35.25551370119605,210.9544970575348
8,280.24516283178434,314.84765288393055,,,43.77094683692996,382.04610896954966,71.82274009968627,133.43633139364263,376.8680876753921,524.5921454125901,155.02007097423999,43.64708875267961,192.91642208845838,438.55855879175596,525.7659104282737,178.58657501823762,430.99291567260474,249.11373358969269,431.83948467265117,481.8352811390188,34.39570185138571,212.79563161108732
9,278.0501809242048,316.49739209325617,,,45.51371778437463,380.99563536841083,69.93606134641114,132.67397409952986,375.21098513327826,525.773143518798,154.46281796603978,45.60418211958845,191.767187758493,440.2378460860495,524.7269586040914,180.33623911999396,432.1797847782475,250.76663621477908,430.5198958503208,483.38429072644146,33.534673470354015,214.63937115044874
