"frame","targetX","targetY","chaserX","chaserY","d0_x","d0_y","d1_x","d1_y","d2_x","d2_y","d3_x","d3_y","d4_x","d4_y","d5_x","d5_y","d6_x","d6_y","d7_x","d7_y","d8_x","d8_y"
0,302.3183185281407,299.1288185910339,,,437.95367175781774,71.28287854867007,52.79572848060964,178.12131635731666,321.968984780256,373.0905561048572,69.5559770857468,514.8800556908753,542.8277289779332,366.54714413743477,296.63520926530725,432.67611639456294,55.70112615176561,445.3356242126119,428.16944442900314,301.82467615111705,188.6534020138534,576.5189457086086
1,304.6366370562814,298.2576371820678,,,439.2657246815215,72.79653498775716,53.841739808257174,179.8296778508602,323.95594624736236,373.34476629038056,71.53906837712398,515.1628765179963,544.6801733004374,365.7848523808145,294.6767357906781,433.0968542456808,54.82907922008309,443.53224603842534,430.1724554844642,301.8004810712438,186.6713200481453,576.2291358202264
2,306.9549555844221,297.3864557731017,,,440.69616781728115,74.203259197453,54.88936634429062,181.54067732712693,325.945975900003,373.59936901699075,73.52522187786658,515.4461340655997,546.5354780925419,365.02138352409486,292.71523812052044,433.5182417831715,54.388247848726685,441.5750265134833,432.1785595085847,301.7762486303067,184.68617743163165,575.9388784191359
3,309.27327411256283,296.5152743641356,,,442.1287993582991,75.61213552531449,55.34522378607498,183.4976033942786,327.9390500576974,373.85436125502696,75.51441395361861,515.729824963045,548.3936212769327,364.25674665222044,290.75073959579674,433.94027399270806,53.94674205860664,439.61481267902076,434.170974392173,301.5161552409561,182.69799778663938,575.6481769592732
4,311.59159264070354,295.6440929551695,,,443.5644343142744,77.02396546693852,55.802036902099296,185.458632024338,329.9363025603221,374.1098880670132,77.50777623577918,516.0141105992351,550.2556599326106,363.4905067709523,288.7821226330211,434.36319096417697,53.50431068151196,437.6504893890691,436.16756623856804,301.2555165834374,180.70565005773105,575.3568660634965
5,313.90991116884425,294.77291154620343,,,445.00240536081105,78.43809276318396,56.25959335249574,187.42285167482635,331.9368050275011,374.3658306767418,79.50438215225861,516.2988588300344,552.1207285304824,362.72302005061357,286.81030230194744,434.7867961136128,53.06115937226479,435.6829697175597,438.16740697448597,300.99445381009093,178.71006034540284,575.0650811414839
6,316.22822969698495,293.90173013723734,,,446.44256577036987,79.85437311947781,56.71784644916715,189.39006192090466,333.9403533321732,374.6221629683676,81.50402797359146,516.5840406003329,553.988636762874,361.95436480393374,284.83547980297226,435.2110462172377,52.61733334909202,433.71245442605874,440.1702925403871,300.7329935592126,176.71143227542885,574.772851966355
7,318.54654822512566,293.03054872827124,,,447.8854323087521,81.2733147328572,57.17696062485801,191.36096864712042,335.9476663978958,374.8789769203683,83.50743122302597,516.869758240527,555.8600548822709,361.1842652180647,282.85694652008004,435.63609350666644,53.06938150894439,431.7399150447188,442.17694162202156,300.471042012284,174.70904868975563,574.4800736789268
8,320.86486675326637,292.15936731930515,,,449.3308147412805,82.69473052302556,56.66194437276981,193.32166023043652,337.95847957056327,375.1362386731193,85.51432776194608,517.1559740801868,557.7347361516311,360.4128228267535,281.0929984505871,434.63707377065833,51.705045184923605,430.24053529970456,443.5811262067096,301.93317021354613,172.70317359256177,574.1867848805401
9,323.1831852814071,291.28818591033905,,,450.77874911212075,84.1186559364814,56.14601881828845,195.28581357159374,339.9728429947475,375.39395464207513,87.5247676372527,517.4426952568081,559.6127273207424,359.6400183921868,279.3259359896657,433.63629018538705,50.33830001597903,428.73850827980357,444.98778999161345,303.3978799191145,170.69375696241846,573.8929782573175
