"frame","targetX","targetY","chaserX","chaserY","d0_x","d0_y","d1_x","d1_y","d2_x","d2_y","d3_x","d3_y","d4_x","d4_y","d5_x","d5_y","d6_x","d6_y","d7_x","d7_y","d8_x","d8_y"
0,297.4327369889429,303.00386816495245,,,336.13495531484585,115.13444011909792,517.6811832557742,240.20019189979885,538.3563981640377,485.8897588962808,413.844042164332,260.6622119220279,239.54974941041584,58.00027916702089,489.96603276542737,395.1677088917153,74.55913477065725,475.42366167831756,23.25518460358678,576.0496789509589,414.8603025659887,268.38715398212014
1,294.8654739778858,306.0077363299049,,,337.80509522850105,114.03142320419394,515.7321348255489,240.65541037743898,537.4135618495816,487.6552824248386,411.90612642365676,260.1617159402343,237.83781865225055,59.0372491400655,488.99804169197546,396.9195670273718,73.43144289240877,477.0772410303539,21.28187278364711,576.3844237896568,416.71104791776406,267.6250809615831
2,292.2982109668287,309.01160449485735,,,339.47642101757845,112.92762309703228,513.781702482149,241.1109520809358,536.4700560783912,489.42205955553044,410.1566915542185,259.18643023471054,236.12467234525968,60.07495540903029,488.02936330076443,398.6726690621108,72.30295030155456,478.7319944990592,19.621824330111625,575.2637348489959,418.5631073830501,266.8624668344851
3,289.7309479557716,312.0154726598098,,,341.1489471428907,111.82303024720292,512.8582890149428,239.33197018886145,537.7882619585896,490.9319609632907,408.4060002510688,258.21044408479753,235.5132921386174,61.983798840711394,487.0599892104979,400.42703016429755,71.17364723403782,480.38793640185753,17.960583639656583,574.1422410362076,419.9928325792344,265.45770533617235
4,287.16368494471453,315.01934082476225,,,342.8226289346212,110.71767415616426,511.9342374961582,237.55175907256137,539.107378680326,492.4429056685669,406.6540992716592,257.23378355712674,234.90148948621302,63.89396122712715,485.06307751396344,400.6150900063966,70.04356385127727,482.0450225118636,16.29819508068718,573.019972304141,421.0925361797647,263.7803041262803
5,284.59642193365744,318.0232089897147,,,344.497613864204,109.611457428791,511.0094665057765,235.7701618740907,541.0803708328282,492.07332221599535,404.90083425250737,256.2563625961951,232.9088346081863,64.13606967251152,483.0646110109942,400.8032962729235,68.91260057937673,483.7033988382329,14.634512176838621,571.8968297674645,422.1930960155694,262.10159688257653
6,282.02915892260035,321.02707715466715,,,346.1740116473674,108.50430760510355,512.6931183919038,234.6740749314505,543.0550272086782,491.70342701894475,403.14609035034215,255.2781171784699,231.5896763495871,62.62084303987341,481.0644587970049,400.99166129186233,67.78068333739566,485.3631740087883,12.969425952693813,570.7727398575154,423.2945841760874,260.4214736455118
7,279.46189591154325,324.0309453196196,,,347.85166390325384,107.39632928517966,514.3780301791044,233.57716777108786,545.0311612484728,491.33325502396485,401.3900333479192,254.2991397255408,230.26953094577132,61.104482541216775,479.0628098401663,401.180167267071,66.6479190653606,487.02419121312516,13.013059523225035,568.7627077282635,424.3968965961374,258.74009314791294
8,276.89463290048616,327.03481348457206,,,349.53084712970394,106.28733986048893,513.8530708590769,231.63450682167243,547.0090986435421,490.9627452221327,399.6323738253259,253.3192688898158,228.94818082044907,59.586738261577366,477.0593342439745,401.3688452666656,64.66699552308866,486.66999385043016,13.056732912325236,566.7508413094495,425.5002149504394,257.057178277479
9,274.32736988942906,330.0386816495245,,,351.2111714063864,105.17759684761269,513.3277548150513,229.6905257818149,548.9883801003485,490.59198364891023,397.87351992574315,252.33873220546437,227.62593280212513,58.06796263381841,475.21384092766266,400.56313213602624,62.684725889912144,486.31555580108665,13.100435978669704,564.7376077732127,426.80109356098944,255.5200595214782
10,271.76010687837197,333.04254981447696,,,352.89271585159247,104.06704799415417,512.8020573124521,227.74513311891047,550.9690988136217,490.22095284693967,396.11338883330217,251.35748350378685,226.3027246325764,56.548084146188266,473.36700750522596,399.7568339362936,60.70101683040277,485.9608603763321,14.862966106803125,563.7606748049169,428.1029168053555,253.98182458573217
11,269.1928438673149,336.0464179794294,,,354.5754062190929,102.95574233483555,514.0202633321508,226.1381417577382,552.9511673275135,489.8496691985641,394.8496754530008,252.9289400363577,224.97861473619798,55.02716990678322,471.5189155209958,398.9499862684303,58.71595593244316,485.605923237244,16.626697346553943,562.7830760859941,430.09064633164286,253.6421505189596
12,267.7442517432236,339.5568098736031,,,356.2592209452967,101.84369411098197,515.2392833462521,224.5300766192637,554.9345602419174,489.4781374617644,392.9555084700862,253.62465170450255,223.65362008139041,53.50523940604141,469.50107530943217,398.935697638206,58.67711675316144,483.58840624784597,18.391607095796598,561.8048241443221,432.0797040410803,253.3022494850036
13,266.29565961913227,343.06720176777674,,,355.45704675735914,99.9905875617184,516.4591419245946,222.9209052922879,556.9193175329146,489.10635014816916,391.0600384891239,254.32084195291702,222.32771396235398,51.98226196884199,467.48184702496894,398.92139917882866,58.638250856396404,481.56950140789303,20.157730926996333,560.8258992628398,434.0701300239253,252.96211463302225
14,264.84706749504096,346.5775936619504,,,354.6543099318059,98.13618126052307,517.679856100552,221.3106053073072,558.9054669144659,488.7343020663633,389.16323904290743,255.01752050278432,220.3839268397016,51.43008377041066,465.46120247231306,398.9070906906431,58.59935769944796,479.5491805266084,21.925093501247428,559.8462877724271,436.06195207329284,252.62174121357637
15,263.39847537094965,350.08798555612407,,,353.8510242480782,96.28050703935082,518.9014049198606,219.69920430605058,560.8929742931705,488.36199960276684,387.5463555485324,256.23180320068576,218.43881068439754,50.877528029167834,463.4391763369949,398.89277241926277,57.44734282551755,477.8873573004353,23.693664480750883,558.8660064886808,438.05513599840754,252.28113506937225
16,261.94988324685835,353.59837745029773,,,353.0472095352566,94.42361070545873,520.123758228628,218.0867420658987,562.8817906074742,487.9894519476539,385.92840720459355,257.4468856027129,216.49241351157013,50.324608384933796,461.41581853266297,398.8784447181337,56.294569255898644,476.2244396282223,25.46340020839026,557.8850796098121,440.0496325975897,251.94030460826136
17,260.50129112276704,357.1087693444714,,,352.24286592014585,92.56549255177889,521.3469158340238,216.47321884122334,564.8719155436339,487.61665915979523,384.3093942663281,258.66276751718203,214.54473562827056,49.77132492493362,459.3911293785094,398.86410758951627,55.14103717244542,474.56042777230056,27.23430040498337,556.9035072905658,442.0454415562004,251.5992498840109
18,259.05269899867574,360.61916123864506,,,351.43793497220946,90.70601759764087,522.5709665908029,214.8585174196469,566.8634936717879,487.2435941581248,382.6891991225651,259.8795372703149,212.59563554787377,49.21763745658202,457.3649617935216,398.84975999190755,53.22038058354464,475.20590372345936,28.57746389030234,558.4205678654006,444.04270785728636,251.25794612112682
19,257.60410687458443,364.1295531328187,,,350.6323732872647,88.84508557482806,523.7959765032888,213.24255073184284,568.8566323835341,486.8702368259089,381.0677344077408,261.0972604738225,210.6450081693196,48.66351612346447,455.3372065209388,398.835401151644,51.46038541279486,476.21308524668075,29.92167986704381,559.9388171959304,446.04153919916837,250.91637491553243
20,256.1555147504931,367.6399450269924,,,349.82622436988146,86.98279698346167,525.0218794145005,211.62540604851534,570.8512240388948,486.496607326408,379.4450876894816,262.31587136424423,208.6929588367504,48.108990851048674,453.30797307021544,398.8210318441786,49.777560253341136,475.0790242442469,31.266875740471956,561.4581732887025,447.5916781519889,249.60677035633137
21,254.70692262640185,371.15033692116606,,,349.01950712980636,85.11919550704104,526.2486465685678,210.00712130284998,572.847221850952,486.1227144238084,377.8212970300339,263.5353413567581,206.7395333391734,47.55407464677316,451.27730904085814,398.8066524065706,48.093548727815595,473.94416374610245,32.61301995647462,562.9786005043475,449.14290992912925,248.2962425458895
22,253.25833050231057,374.6607288153397,,,348.21227061931364,83.25439446146675,527.4762033721687,208.38779489431445,574.8445044534735,485.74858085259035,376.0190524584957,262.59671031752674,204.9849608842786,48.57905719490357,450.384937441684,396.98106026908897,46.408453232189146,472.8085727572042,33.960030663032455,564.5000063936045,450.69514020826347,246.98487117057803
23,251.8097383782193,378.1711207095134,,,347.4045149070892,81.38839400541033,528.7045497208533,206.76742696069346,576.8430716765153,485.3742066445879,374.2156487118082,261.6574755656849,203.22925991618447,49.60469899556664,449.4919918832381,395.1542939396736,47.17359305421913,470.9246969530765,35.307907745531466,566.0223908270207,452.24836885731594,245.6726563419785
24,250.36114625412802,381.68151260368705,,,346.59619060799656,79.52108005402448,529.933760714124,205.14591843479346,578.8430457098846,484.9995689110477,372.4109755322057,260.7175796776381,201.47232309361135,50.63106275517162,448.5984177719874,393.32624173220074,47.93927146539005,469.03949507099315,36.656733611428024,567.5458468812054,453.8026908386715,244.35951783297844
25,248.91255413003674,385.1919044978607,,,345.7873318906115,77.65253154030455,531.163784392156,203.52333785919933,580.2727602648619,483.5498647122192,370.6051092048033,259.7770623836085,199.7142246838167,51.65810508842391,447.70425288009176,391.4969809200375,48.70545609980519,467.153046800088,38.00645124467202,569.0703101583377,455.35804044977925,243.04551115109217
26,247.46396200594546,388.7022963920344,,,344.9779214619467,75.78270851563545,532.3946470522288,201.89965054396512,581.7034500082493,482.09917169032246,368.798011121099,258.83590357581545,197.95492709955238,52.68584795296527,446.80947809076144,389.6664723945198,49.47216333810162,465.26531180905835,39.3570895015387,570.5958132506657,456.9144509432214,241.7306082035264
27,246.01536988185418,392.21268828620805,,,344.16798538564603,73.91167118976915,533.6263090596099,200.27490877308205,583.1350688707273,480.64753655879827,366.9897394710532,257.89413356030275,196.19448699156544,53.714258254678136,445.91412221643884,387.8347750994423,50.23936849171147,463.3763508844353,40.70860489042838,572.1223070358062,458.4718722013726,240.41485133117612
28,244.5667777577629,395.7230801803817,,,343.3575069234926,72.03938089566851,534.8587958679447,198.64907896948057,584.5676464382689,479.19492931801545,367.24273380469134,255.8696977993696,194.43286797843146,54.74335724678863,445.0181667536134,386.0018511807727,51.007087415770144,461.48612498877094,42.06102534188795,573.6498230604266,460.0303364100502,239.09821334248338
29,243.11818563367163,399.2334720745554,,,342.54645391993495,70.16576335063526,536.0921563758712,197.02209662872718,586.0012395480683,477.74129233610694,367.495907483897,253.84382693285468,192.67000016831045,55.77318575856887,444.1215761554527,384.1676279176648,51.7753505693541,459.594559127776,43.41440451289605,575.178421928383,461.58990540097284,237.78064200013074
30,241.66959350958035,402.74386396872904,,,340.64376345963177,70.90968962754819,538.0629366389662,196.48387506858165,587.4357622812646,476.2867127332136,367.7492453353312,251.81664237632287,191.40612517350434,57.378264351882656,443.22440415689897,382.3322152397579,52.544111908509464,457.70176666777667,44.76866129201602,576.7080120268794,463.1504857052264,236.4622162695011
31,239.06881496921082,405.51566972937667,,,338.6289484569988,71.25562950629269,540.035014209008,195.9452992129411,588,474.8311756231549,368.00274995165574,249.7881233835494,190.14141820679285,58.98439952144095,442.32664157628597,380.4955943634223,53.313379300746604,455.80772823791807,46.12380953872377,578.2386090097542,464.7120932938036,235.14292265781387
32,236.4680364288413,408.2874754900243,,,336.61268848645807,71.60181748326067,542.0085060968886,195.40633710604362,586.5959539650662,473.3432894998279,368.25643637426754,247.7581495947569,188.87580422828262,60.59168656537606,441.4282351459319,378.65765631492866,55.307168466143494,456.26593686741785,47.47992965913914,579.7703036931708,466.27482082284536,233.82268288634157
33,233.86725788847176,411.0592812506719,,,334.5950061596325,71.94824967607978,543.9833901706138,194.86699479215335,585.190917455823,471.8543537577962,368.5103017581655,245.72674377536381,187.60929743137456,62.200107458547826,439.6928489429647,377.57161213407926,57.30236413595525,456.724468736943,48.83700644486775,581.3030788997299,467.83865076693024,232.50151176109352
34,231.26647934810222,413.83108701131954,,,334.7518297941075,73.99074958200671,546.0317246260591,194.8400601179064,583.7849857416062,470.36446935523304,368.7643288898563,243.6940436660495,186.71229456173188,64.04178749859123,437.9563570560172,376.4848759910311,59.29883102475321,457.1832927554674,50.19494787851127,582.8368306986973,468.28822142218166,230.50294083566249
35,228.6657008077327,416.60289277196716,,,334.908760508581,76.03464411756035,548.0814576949922,194.8131070525229,582.3780940498559,468.8735676518014,369.01852947260227,241.6599556184609,185.81467921383467,65.88472504740578,436.21867948332016,375.3973978188563,61.29666111159283,457.64243006143323,51.553816521673475,584.3716297514211,468.73809904662966,228.50300527554256
36,226.06492226736316,419.3746985326148,,,335.0657994627605,78.0799483869848,550.1326045248034,194.7861353968215,581.5170998752974,467.0116815599494,369.2729053849287,239.62446460082322,184.91644475436547,67.72893372417685,434.4798033835522,374.3091695811637,63.29586916030502,458.1018840478346,52.913622416302886,585.9074873999637,469.18828696483985,226.50169030134353
