"frame","targetX","targetY","chaserX","chaserY","d0_x","d0_y","d1_x","d1_y","d2_x","d2_y","d3_x","d3_y","d4_x","d4_y","d5_x","d5_y","d6_x","d6_y","d7_x","d7_y"
0,302.2556705846714,301.53983219454943,324.42086123010756,163.3247224402427,80.09737735274354,329.5837545420597,369.49742679129275,503.5889426878524,509.342390764032,48.539476569582924,17.169289754033016,365.9189852798329,135.7658996053609,351.23042202133234,573.7481101120944,406.7028106030004,578.4876888663496,388.3643556780488,15.416657357175051,216.83693133340657
1,304.5113411693428,303.07966438909887,326.351708564774,163.40751166816503,78.79676758013098,331.1058885103046,371.16182568501205,502.4761741043246,509.71191311120174,50.50719881442405,18.997784734577564,365.10345863770294,135.51461542370194,353.21670847045,571.8640660319583,406.0254218652697,577.5151282879656,386.61432610136336,16.780794054420067,215.3714591674717
2,306.7670117540142,304.6194965836483,328.39303819024514,163.54280386509586,77.08399226923424,330.0651810026863,372.5914937377656,503.880709842911,510.0818129384202,52.47693115661023,20.82814758692946,364.287098906481,135.26307454643072,355.205023980899,570.2224256185327,407.17506882631415,576.5415742048115,384.86250880803493,18.146324265185907,213.9044899702776
3,309.0226823386856,306.15932877819773,330.36994231169206,163.72906693759066,75.36960978710304,329.02349695415273,374.02250330995525,505.2865635181949,510.4520598586626,54.448511783939146,22.660227947997324,363.4699731495763,135.01129763746306,357.19520521388216,568.5792447828271,408.3257945508799,575.5671065937079,383.10904770868945,19.51313581207365,212.4361442523685
4,311.27835292335703,307.69916097274717,332.4058193836027,163.76903036694907,73.65388262693025,327.98099585943436,375.4546352962906,506.6935198765653,510.8225971825394,56.421638822996144,24.493745303585147,362.6522064790633,134.7593232469623,359.18694744800166,566.9347751161802,409.4774228486053,574.5918746577162,381.35421127994016,19.203135130340314,210.4526050422775
5,313.53402350802844,309.2389931672966,334.3488191291181,163.82455882061228,71.93364476436258,326.9357539954994,376.8905324041035,508.10417516887026,511.194108661068,58.39995327708455,26.33208303581495,361.83228987342966,134.5066864076101,361.18392603710464,565.2859820854018,410.63207881450603,573.6140788053098,379.5947613292595,19.418890450801392,208.45130583935298
6,315.78969409269985,310.77882536184603,336.3433780208378,164.00582941925384,70.208470611255,325.88751276872216,378.3305498754219,509.51887839229335,511.56668620646843,60.383944582692855,28.337238208924294,362.06550278005955,135.0724208824248,363.1217031223423,563.6324577778522,411.79004811133933,572.6334771290569,377.83026256740214,19.63526488968237,206.4442638292633
7,318.04536467737125,312.31865755639546,338.37327798528327,164.12377228322336,68.47681434026156,324.83533291163764,379.77597802541874,510.93889717939516,511.9406636636207,62.37539047803304,30.349927492249765,362.29959195390603,135.64028103107438,365.06676115337916,561.9727205674085,412.9523683274562,571.6491909693257,376.05913393054743,19.852452327423663,204.4296806194125
8,320.30103526204266,313.8584897509449,340.3268990094118,164.29990866584282,66.74366353800686,323.7822449553447,381.2226536733124,512.3601415344716,512.3149638874849,64.36855511986786,32.364353856486446,362.53388316183634,136.20863127972729,367.0134978951862,560.3115508965002,414.11569170102854,570.6640553070341,374.28647669522906,20.069827211958348,202.41335869406953
9,322.55670584671407,315.39832194549433,342.3055003407752,164.44255807190382,65.0087837860441,322.7281064637422,382.670772490165,513.7828036888588,512.6896375042828,66.36370809498628,34.380789764191476,362.7684080930613,136.7775485009686,368.96217665491633,558.6487240825355,415.28017557812115,569.6779368970132,372.5120510995317,20.28741894446879,200.39502533429186
10,325.4075185892475,315.41928365093787,344.37824718656043,164.5058877644068,63.270095950514396,321.6716541244724,384.1220699466111,515.2085886051351,513.0651335345312,68.36324045677372,36.40165177487873,363.0034478095534,137.3477145028927,370.91513278980966,557.3888140648064,416.8775965250833,570.231805031888,370.55441042163955,20.505488293655514,198.37226170660006
11,328.25833133178094,315.4402453563814,346.34022737831174,164.55668459447244,61.52623127956552,320.6120562637485,385.5776885514098,516.6386187077546,513.4417475809695,70.36872630241304,38.428530777127314,363.23918734225424,137.91957813879873,372.873903730722,556.125152742978,418.4797736940472,572.1812287556373,369.95145207953146,21.167539312332437,196.4421062554244
12,331.1091440743144,315.46120706182495,348.33909390834134,164.64604384882637,59.77880679900883,319.5502954102719,387.41829687020874,515.7481191614368,513.8191304223282,72.3783060137637,40.45954731565741,363.47540809799233,138.4926091391794,374.8366731766394,554.85891186679,420.08522144115545,574.1346319036029,369.3472628982791,21.830941798021918,194.50801071300535
13,333.9599568168478,315.4821687672685,350.4588797959028,164.81545717693086,60.00913163207123,317.5117806039946,389.26500656038337,514.8546677277529,514.197764237532,74.39454721414646,42.49729640344592,363.712411894067,137.4052313613581,376.5762713234644,554.474992468704,422.1004628758005,576.1463390720387,368.9452350228768,22.496543374574685,192.56750390151842
14,336.81076955938124,315.50313047271203,352.53105393416877,164.89205830198446,58.23061542815156,316.4761827533798,391.11762846971146,513.9583559199091,516.17154588299,74.97744412772221,44.54156932075177,363.9501744549816,136.3143723564878,378.32143877310824,554.0898439572221,424.1221560819784,578.1644866970962,368.54192006000324,23.164275866674373,190.62078458050752
15,339.6615823019147,315.52409217815557,354.66253673734116,165.070110102561,56.4480346459761,315.43821817228707,392.97448431669625,513.0599957025671,518.1498383616583,75.56167317991725,46.59051417032917,364.1884803927477,135.22102032862367,380.07059458656505,553.7038152365739,426.1484696172979,580.1872465483092,368.13768337079136,22.060147996239127,188.87841080823233
16,342.5123950444481,315.5450538835991,356.71834579077415,165.19102829968566,56.850744801594374,313.41181729914933,394.8342859650064,512.1602102853512,520.1312692942971,76.14682907989052,48.642709560040444,364.4271643899891,134.12593375692944,381.82252534107175,553.3171741022486,428.1779977893958,582.2132153985731,367.73280538194564,20.954268486682643,187.13327285424862
