"id","sumLL","BIC","mean_lik","fit_duration","valid_trials","problem_fit","fit_method","bins","alpha_ml","alpha_wm","alpha_var","nu_ml","nu_wm","nu_var","xi_ml","xi_wm","xi_var","sensitivity","response_criterion","sdtTable.11","sdtTable.10","sdtTable.01","sdtTable.00","hit_rate","fa_rate","var.signal","var.noise","condition","R.GPTS.reference","R.GPTS.persecution","spiritual.events","difficulty_halfway","difficulty_end","volatilityJudgment","noticeDifference","religiosity_general","religiosity_lens","religiosity_practice"
"5ebc0abd2cc5f1054c82a0d7",-49.9057206435022,111.425044319728,0.809999725547727,7.41620087623596,48,TRUE,"grid","30,30,30",0.005,0.228866819721347,0.999730031050081,0.001,0.00403024108135856,0.739537981105039,0.0148011545095324,0.269900178466188,0.99992603494196,2.1623916954177,0.650468548413394,16,1,8,23,0.666666666666667,0.0416666666666667,1,1,"volatile",5,5,0.272727272727273,75,88,"secondBlockIsVolatile","""i could follow the blue better but thats all""",1,0,2
"5ed2958cf3d85d0880db5011",-77.5212356678483,166.65607436842,0.706514306357538,7.15053200721741,48,TRUE,"grid","30,30,30",0.005,0.240890438515518,0.99972743340469,0.001,0.00403234195644828,0.739193156034434,0.005,0.289598148323228,0.999931946358384,1.17784996034963,0.378496585926888,14,4,10,20,0.583333333333333,0.166666666666667,1,1,"stable",8,0,0.590909090909091,94,95,"secondBlockIsVolatile","""The blue circle seemed to move faster.""",0,1,2
"5ed2958cf3d85d0880db5011",-135.995338944646,283.604280922016,0.479631846657996,7.54811000823975,48,TRUE,"grid","30,30,30",0.005,0.237197375838869,0.999760925424498,0.001,0.00392386823076244,0.734765909014795,0.005,0.268946544498998,0.999920832539735,-0.125967467497984,0.61150601644709,6,7,18,17,0.25,0.291666666666667,1,1,"volatile",8,0,0.590909090909091,94,95,"secondBlockIsVolatile","""The blue circle seemed to move faster.""",0,1,2
"5eeb2b8a36774c27657f227c",-74.8364615254179,161.28652608356,0.707047569648038,8.01244902610779,48,TRUE,"grid","30,30,30",0.005,0.194862755204109,0.999690074580959,0.001,0.00397414898112908,0.737185770828392,0.005,0.243735700231279,0.999930723916472,1.38299412710064,0.691497063550319,12,2,12,22,0.5,0.0833333333333333,1,1,"stable",3,1,0.0909090909090909,100,100,"didNotNotice","""I think the circles were moving faster.""",2,1,0
"5eeb2b8a36774c27657f227c",-105.805716362498,223.22503575772,0.583473416651677,7.75519990921021,48,TRUE,"grid","30,30,30",0.005,0.183907124854804,0.999737802164225,0.001,0.00386650809956247,0.732585247646113,0.005,0.205575927410309,0.999902849254033,0.708504376904557,1.02874193864836,6,2,18,22,0.25,0.0833333333333333,1,1,"volatile",3,1,0.0909090909090909,100,100,"didNotNotice","""I think the circles were moving faster.""",2,1,0
"5ef512f59a0686144b8e6263",-72.4646749509245,156.542952934573,0.727104384469383,7.28352999687195,48,TRUE,"grid","30,30,30",0.005,0.254419086411275,0.999741558341229,0.001,0.00400732972005348,0.738924147349928,0.005,0.304882881789457,0.999933575939367,1.22301203289418,-0.0629837337489919,18,7,6,17,0.75,0.291666666666667,1,1,"stable",2,3,0.772727272727273,60,81,"secondBlockIsVolatile","""The blue circle seemed larger""",3,1,3
"5ef512f59a0686144b8e6263",-108.390532232423,228.39466749757,0.582988153854661,7.40651607513428,48,TRUE,"grid","30,30,30",0.00718713678608101,0.21942115913205,0.999730482486153,0.001,0.0039962921433659,0.738305179031821,0.005,0.263875914159426,0.999927405731682,0.493578437535538,-0.565428582732144,19,15,5,9,0.791666666666667,0.625,1,1,"volatile",2,3,0.772727272727273,60,81,"secondBlockIsVolatile","""The blue circle seemed larger""",3,1,3
"5ef52a87f04c781600ae4114",-61.5421733367517,134.697949706227,0.768376444851026,7.16005802154541,48,TRUE,"grid","30,30,30",0.005,0.264396279772169,0.999754292422943,0.001,0.00399064412156424,0.738251690622159,0.005,0.312648147438299,0.999933980508877,1.48670755169599,-0.0688640256519156,19,6,5,18,0.791666666666667,0.25,1,1,"stable",3,6,0.0909090909090909,85,70,"firstBlockIsVolatile","""It seemed easier to find the tracers in the second part, possibly as I got used to looking further afield, rather than focussing on the circles close to the target.""",1,0,3
"5ef52a87f04c781600ae4114",-88.405992564622,188.425588161968,0.665213508925757,7.4080970287323,48,TRUE,"grid","30,30,30",0.005,0.243912688966938,0.999738749189184,0.001,0.00400587731538576,0.738442569675087,0.005,0.290681294712656,0.999930793072058,0.867161646662473,-0.114941459366862,17,9,7,15,0.708333333333333,0.375,1,1,"volatile",3,6,0.0909090909090909,85,70,"firstBlockIsVolatile","""It seemed easier to find the tracers in the second part, possibly as I got used to looking further afield, rather than focussing on the circles close to the target.""",1,0,3
"5efa33c4e9f4160ffd817db9",-96.8759245138153,205.365452060354,0.624399257552617,7.37289309501648,48,TRUE,"grid","30,30,30",0.005,0.205557603654367,0.999742774659077,0.001,0.00394922224540331,0.73589513035913,0.005,0.23701884113778,0.999915217560481,0.831710016411633,0.734494372170192,9,3,15,21,0.375,0.125,1,1,"stable",25,18,0.181818181818182,83,90,"didNotNotice","""I think there was more chasers in the first set""",1,1,0
"5efa33c4e9f4160ffd817db9",-91.113027278084,193.839657588892,0.645074823104274,7.44421911239624,48,TRUE,"grid","30,30,30",0.005,0.213286456481598,0.999749585680164,0.001,0.00390452886494287,0.734054194493969,0.005,0.242688661257258,0.999915771178537,0.939920986128083,0.680388887311966,10,3,14,21,0.416666666666667,0.125,1,1,"volatile",25,18,0.181818181818182,83,90,"didNotNotice","""I think there was more chasers in the first set""",1,1,0
"5efb49177e130c0785b93842",-104.760088185459,221.133779403641,0.603293974785872,7.35191512107849,48,TRUE,"grid","30,30,30",0.005,0.240889700067159,0.999728963681157,0.001,0.0039988453032273,0.738521310825721,0.005,0.292325551792261,0.999933569868139,0.5290677582123,0.0541054848582252,14,9,10,15,0.583333333333333,0.375,1,1,"stable",0,0,0.0454545454545455,100,100,"didNotNotice","""no i did not""",2,1,0
"5efb49177e130c0785b93842",-108.98563034496,229.584863722644,0.582630621061813,7.60080099105835,48,TRUE,"grid","30,30,30",0.005,0.234224412729121,0.999735959946912,0.001,0.00394181910845256,0.735506668493585,0.005,0.279739630743599,0.999930976029647,0.443888827084023,0.326577869156087,11,7,13,17,0.458333333333333,0.291666666666667,1,1,"volatile",0,0,0.0454545454545455,100,100,"didNotNotice","""no i did not""",2,1,0
"5f51947ba90f9b3ea1d2fe61",-85.3136963299761,182.240995692676,0.66576052635933,7.30519819259644,48,TRUE,"grid","30,30,30",0.005,0.210100746757806,0.999754526942217,0.001,0.00391904226614761,0.735048139946876,0.005,0.238657182110876,0.999913222387364,1.17256573285271,0.796711260674282,10,2,14,22,0.416666666666667,0.0833333333333333,1,1,"stable",0,5,0,100,100,"didNotNotice","""I couldn't tell any difference at all...equally difficult on both""",0,0,0
