"frame","targetX","targetY","chaserX","chaserY","d0_x","d0_y","d1_x","d1_y","d2_x","d2_y","d3_x","d3_y","d4_x","d4_y","d5_x","d5_y","d6_x","d6_y","d7_x","d7_y","d8_x","d8_y","d9_x","d9_y","d10_x","d10_y","d11_x","d11_y","d12_x","d12_y","d13_x","d13_y","d14_x","d14_y","d15_x","d15_y","d16_x","d16_y","d17_x","d17_y","d18_x","d18_y"
0,298.25124815339615,296.93270398784585,,,270.67324108518335,153.04095797242823,317.14890285590667,42.10078500239906,523.3035164905054,537.3286486370987,481.24283932052975,168.70211423321484,216.98968930364927,368.11626302651894,553.330305408864,85.56198545121984,261.7821493598438,575.3608336567589,506.2494051630926,579.2961490365518,405.2356234466748,572.2110887443266,379.94083065518856,163.63610531121373,367.14528574405847,508.02145038829144,76.03918889567719,21.769798805241873,572.613123581867,564.2401045380559,364.7905728263873,124.25825393058085,496.6420379634698,16.978893701971806,66.16059710826046,171.11815726163078,26.705199720031885,202.06918260238524,216.34005787930448,473.41078734042117,51.360072651253454,341.05682643324093
1,296.5024963067923,293.8654079756917,,,270.6561630295914,151.0380295147925,319.1517547225904,42.12524857759384,524.0816981691429,539.1743049814442,482.66605260775754,170.1115389404795,217.91995320817304,369.8901353822227,552.677406812137,87.45558981559527,260.0597946021292,576.3833345882831,504.94363041799085,580.8150191368054,403.356072488885,571.5187721523969,380.17195152979855,161.64648293304512,365.6075039635274,506.7380014170204,74.36035266480252,20.677314033589504,572.5253730604742,562.2390263505816,364.9631983634138,122.26270526157873,495.2449617138778,18.41423060291723,64.65992641690804,172.44480775912652,27.928181717752857,203.65547674271363,218.2750042905456,473.92847107786605,52.66849837040562,342.57341345806043
2,294.75374446018844,290.79811196353756,,,268.8637307419578,150.13657519001546,321.1579533511303,42.14975303137863,526.0187504141744,539.6970496661891,484.0916440818209,171.52331879388746,218.85177158200312,371.66697187543286,553.222864479799,89.38636927949045,258.3345617927215,577.4075441170193,503.6356737256456,582.3364272662565,401.4733808048353,570.825298700691,380.40345860697306,159.65353589947176,364.06715255241517,505.45240780483374,72.6787111016146,19.58300372185449,572.4374759081185,560.234604365066,365.1361123574013,120.26382203435058,493.8455509523929,19.851965949234852,63.1567481075375,173.77367508721034,29.15320731618582,205.2444215776889,220.21318399374937,474.4470198639023,53.979110466574156,344.0925346970626
3,293.0049926135846,287.7308159513834,,,267.06870825839445,149.23381819771842,322.75288690351573,43.37174438450445,527.9586018415658,540.2205497552882,485.5192956399717,172.9371387725795,219.7849365016279,373.4463760275076,553.7691103737391,91.31993886111735,256.6068358955517,578.4332337035355,502.3258269400878,583.8600339418795,399.58796849341763,570.1308231290587,380.63530022882924,157.65770891147548,362.52457522070165,504.16495641572317,70.99463944320783,18.487112051573945,572.3494517379402,558.2272858429815,365.309276224774,118.26205027446493,492.4441179398677,21.291778928424737,61.651397595420185,175.1044627259068,31.159128444108717,205.3599911765967,222.15416450857262,474.9663179909119,55.29161649320823,345.61385117751246
4,291.25624076698074,284.6635199392293,,,265.27102558227654,148.3297233350318,324.3501841200892,44.595546707871065,529.9013280955241,540.7448256625468,486.94906295326217,174.3530540082475,220.5195416451716,375.31971684215665,554.3161657947314,93.25637395972345,254.8765495382149,579.460443344439,500.35598851102526,583.4491968839852,397.69976203326985,569.4353183565324,380.8674854359953,155.65892414209083,360.9797118158218,502.87559704572044,69.30807201946777,17.389596288621277,572.2612971174505,556.216992509252,365.4826967180302,116.25731192314085,493.13479806262967,23.181755513669188,59.733788097703794,174.49468871939402,32.394020940094485,203.77125235347037,224.09802152325105,475.4863857088451,55.21428571008534,347.62458996580204
5,289.5074889203769,281.59622392707513,,,263.47025585420073,147.42407592480544,325.9502242787654,45.82145059310319,531.8473904760223,541.2700018771774,488.38128551966406,175.77140070969008,221.25540828179015,377.1962746319184,554.86416064098,95.19613438144796,253.1432918645507,580.48941695046,498.382767397321,583.0376543204081,398.17159234681316,567.4756385356368,381.1000693608038,153.65670698026133,360.1344685431447,501.04569741590524,67.6186083552862,16.290195828091086,572.1729911143516,554.2032470201148,365.65641501583235,114.249130955645,493.82666424867944,25.074977641631133,57.81288560493715,173.88386758478364,33.63103404242983,202.17978528505378,226.04521660625642,476.00734650768084,55.13682213147601,349.63878167445165
6,287.75873707377303,278.528927914921,,,261.66659351055614,146.5169737534523,327.5528346167386,47.04932367440132,533.7965788588359,541.7960216937806,489.9906023561594,176.99047064981974,221.99245695698724,379.0758467772604,555.1959109368289,97.18760969898501,251.40725002139857,581.5200434191577,496.40637665563753,582.6254506870629,398.6441805716483,565.512810838435,381.8226393157423,151.7715213503099,359.28786753782026,499.2128583785267,65.92643086888638,15.189029376696581,572.0845432634,552.1862668078129,365.8304123611135,112.23772420339664,494.5196417944273,26.971240893462067,55.888897524729664,173.2720652749035,34.87003418580818,200.5857618084815,226.1187014217812,478.02492728203475,55.05923412143605,351.656208823038
7,286.0099852271692,275.46163190276684,,,259.9664585718196,145.4219336715594,329.1581044503946,48.279234383363104,535.7864211211571,542.1567145852343,491.60258981762047,178.21156360899897,222.73072874782463,380.958538030153,555.5282117648057,99.18238982486122,249.66832725599255,582.5523801892175,494.42670613812805,582.2125630110921,399.11755304597557,563.5467258729734,382.5464083592117,149.8832072973568,358.43986161723643,497.3769777861352,64.23144525214263,14.08603556443081,571.995948635236,550.1659394623747,366.00469845106176,110.22297956704311,495.2137693207709,28.87065095135818,53.9617166297301,172.65924769289933,36.111090421958544,198.9890930859291,226.19230818369869,480.04585618614414,54.981517355844694,353.6769838464414
8,284.26123338056533,272.3943358906127,,,258.26373035369176,144.32522328408527,330.76582286215,49.51102112111648,537.7792985642826,542.517957655042,492.59903458052344,179.9748431935475,223.47012665222908,382.84410102240884,555.8610194636605,101.18021266344964,247.92675204667293,583.5862916211524,492.444015955157,581.799045542111,399.5916475730377,561.5776419646007,383.27128139466527,147.99201292837333,357.59056220151444,495.5382968564314,62.53387421046098,12.981359314461487,571.9072188703731,548.1425304360951,366.1792503860997,108.20516176536306,495.9089556257843,30.772958250435856,52.03159613365276,172.04549535732363,37.35403968758986,197.38998890487366,226.26602722076234,482.0698676886749,52.96109685601121,353.8182568539659
9,282.5124815339615,269.32703987845855,,,256.557968230802,143.22655878859106,332.71838824518636,50.062543122956015,539.7757268972684,542.8798443842769,493.597254799121,181.74126457270032,225.40086812649588,382.22046214205335,556.1944201560719,103.18159520355648,246.1820737153961,584.6220452665325,490.4577930338877,581.3847912716809,400.8660130098944,559.998819356804,383.9974460019215,146.09744884745302,356.7397495122622,493.6963397827317,60.83327845302475,12,571.8183310076686,546.1155161190738,366.3541133360966,106.18374863533164,496.6053806070696,32.67865506236235,50.098036567439706,171.43064944373958,38.59920362826781,195.78803545536883,226.3398776096972,484.0974855554336,50.93707639036383,353.9597815803765
