"frame","targetX","targetY","chaserX","chaserY","d0_x","d0_y","d1_x","d1_y","d2_x","d2_y","d3_x","d3_y","d4_x","d4_y","d5_x","d5_y","d6_x","d6_y","d7_x","d7_y","d8_x","d8_y","d9_x","d9_y","d10_x","d10_y","d11_x","d11_y","d12_x","d12_y","d13_x","d13_y","d14_x","d14_y","d15_x","d15_y","d16_x","d16_y","d17_x","d17_y","d18_x","d18_y"
0,300.59902811795945,297.233938339025,,,359.0435920588153,567.4197312669165,19.429712529216214,283.2207299130764,500.8727868478126,395.4938175534151,387.5674078530368,490.83974364673014,339.333798965636,356.3689490925763,37.51429900990732,273.9937668918539,237.35812794305852,475.5531990753573,49.49981192618377,519.4186918768285,471.38356380720154,252.7480364304119,260.54607172512885,577.5713776629884,291.1720521041635,44.857339411811154,540.782168903314,221.8132206077019,279.13182833578213,39.21417434249137,574.8597491763337,22.809818656199408,433.1799705172316,433.1891454710627,523.3037010736508,367.08334527201436,223.15458316522088,434.008776947838,493.3349770757648,540.029926518235,133.3999341228973,317.20056927851783
1,301.1980562359189,294.46787667804995,,,360.87821104213026,566.6140170028406,20.01080326667139,281.3030918231025,502.2242009586095,394.01439800831844,388.1871135192837,492.7452533361562,340.36897537087077,354.65331157278365,39.19221819875765,272.8985091664929,236.207056367814,477.1933321546955,47.49607872778771,519.411238091169,472.5561700711055,251.12322972217603,261.32244807724425,579.4186031633405,289.2660009229775,45.475377585368875,542.190973934185,220.3883449379441,279.66362116909477,37.28228442023584,573.2777568962968,21.58006147887594,432.74894129414065,431.232307179809,521.7509668513053,368.34984388000106,223.75389953392667,435.92079739215245,494.2204357754935,538.2324379423743,135.16830611351375,318.14283399295766
2,301.79708435387835,291.7018150170749,,,362.7150102674095,565.8073452363808,20.59258456626639,279.3831748321283,503.5772210757665,392.53322033654564,389.2138511060408,494.4687267652319,341.405381968892,352.93563520735046,39.246652741348974,270.8931195252105,235.05461687117813,478.8354143509888,45.48996431386726,519.4037754475088,473.73016984799904,249.49649211068373,262.09974706687643,581.2680238871096,287.3576846105522,46.094150229012094,543.6014531741837,218.9617759608798,280.1960459794348,35.34809866025202,571.6938845932209,20.348842871016593,431.60280872815576,429.58581670793296,520.1963873758899,369.61784758165464,224.35392812392135,437.8350900615159,493.09029979923764,536.5749267333739,136.93877961886298,319.08621848490475
3,302.3961124718378,288.9357533560999,,,364.5538840104533,564.9997623987018,20.415284919252166,277.3826220290916,504.93176932089204,391.0503697931001,390.24174831075396,496.1941467196524,342.44295910524386,351.21601886389203,39.3011487634009,268.8854649567775,233.90087578633631,480.4793511477415,43.481584154223476,519.3963043753896,475.55590263307136,250.33335917305473,262.8779239535265,583.1195333836159,285.44721300753446,46.713621726848935,544.8065971430052,217.35514137361903,280.7290721209993,33.411728392204544,570.1082234331028,19.11623370024823,430.4553816971385,427.93746665680294,518.6400521273374,370.88728339203755,226.32205942500315,438.23522236997337,491.95888742481765,534.9155434980787,138.7112527323827,320.0306684541562
4,302.99514058979724,286.16969169512487,,,366.39459079338985,564.191374540252,20.237808535076304,275.380075020031,506.2876678169412,389.5660411034733,391.2706701516549,497.9212866201106,343.48157052700543,349.4946883595948,39.35569910858556,266.87580910308566,232.74598462066788,482.1249266658806,41.683100600938474,518.4978894940563,477.38345535876834,251.17106044751674,263.65687654828713,584.9728885156813,283.5348369939091,47.33371073090243,546.012942432461,215.7469052488396,281.2626295976732,31.473427897048243,568.5209816423547,17.882395830777316,429.306810879317,426.2874734850332,517.0821654810296,372.1579846109296,228.29215261346454,438.63575354131444,490.8263472274433,533.2545061439625,140.4854926958225,320.97605987709744
5,303.5941687077567,283.40363003414984,,,368.23974012376374,563.3810356369958,20.059903811491356,273.3726948620051,507.64683877520156,388.07812998525037,393.23392762372646,497.46648414885004,342.75554812247555,347.61476371811835,39.410381111076234,264.8613029432258,230.987326952248,483.10897361334685,39.880276406018,517.5973062876178,479.215418884574,252.0107835147404,264.43770914581944,586.8307167219858,281.6178454590952,47.955296320311845,544.716069924776,214.2043920760205,281.7974748157857,29.53044931194446,566.9299090421506,16.645580092524746,427.30378881626604,426.0658255560093,515.5205188739327,373.4317526683295,230.26700062356662,439.0372513949893,489.6910736433079,531.5894598747334,142.26401478897242,321.92373300306826
6,304.19319682571614,280.6375683731748,,,370.0906197252512,562.5681801560658,19.881446589373226,271.35908061097433,509.01023075663454,386.5855980301336,395.20328216197885,497.0102692491098,342.0272709924641,345.7290008077867,40.13945269297614,262.97584704065304,229.22320762006456,484.0960766038686,38.07185338435922,516.693926242003,481.0530717318347,252.85311441470495,265.22096668663653,588,279.6949005409772,48.57881229762482,543.4151698671542,212.6570884948962,282.3339810420633,27.58143663850035,565.3338952281322,15.404923315836376,425.2945461946516,425.8434892801377,513.9540224379926,374.709476522794,232.2479816952696,439.4399961350355,490.62928294629205,529.7988586807556,142.86073981201255,323.8551595688372
7,304.7922249436756,277.8715067121998,,,371.94457871149746,561.7539722939345,19.70269246061166,269.34211622683404,511.01927210816103,386.33291005397257,397.1759131966305,496.5532953258178,341.2977821977433,343.84010047589607,40.86973726134775,261.0872542273028,227.45615324976205,485.08482187836273,36.260421614705265,515.7890432057337,482.8937819579574,253.69684673534164,266.00552736534087,586.133301602596,277.7687563400598,49.20336564419501,542.1121054484325,211.1072106009635,282.87137987588534,25.629181312256772,563.7352260600811,14.16220240728015,423.2819607131879,425.62078309423055,512.3849197572998,375.98932617915295,234.23225860691522,439.84341093812264,491.56905318680333,528.0052783896928,143.45845763109392,325.78979952867275
8,305.39125306163504,275.10544505122476,,,373.51796405991473,563.0352113855241,19.523567772981494,267.32097065792686,513.0324782199386,386.0796982534322,399.1526335126287,496.09537409159566,340.5667811663861,341.94728443713626,41.60153571600152,259.1947463445721,225.68543576033187,486.075616830438,34.44523473118759,514.8822843390349,484.73830799243956,254.5423281204408,266.79171444517766,584.2627335231267,275.83861922540774,49.82921369530203,540.8063397658012,209.5541197966336,283.40989274217884,23.67287894368794,562.1332428368959,12.916905327437416,421.2652031244608,425.39761523645683,510.53173409886455,375.16299816934,236.22064894191203,440.2476620236165,492.51077157922293,526.2079799910371,143.81931653036347,327.78652082100416
9,305.9902811795945,272.33938339024974,,,375.0943020969905,564.3188549104195,18.689321672860785,265.46715951582763,515.049462408625,385.82601126376386,401.13306343458197,495.63659350093155,339.83440830424576,340.050916251119,40.76323426387466,257.3427655181325,223.9113952595023,487.06827115473936,32.62664138292218,513.9738238061648,486.5862955508947,255.38939617551833,267.5793769205216,582.3886550479627,273.9048599250188,50.45623624218295,538.7734650282549,209.5525049951049,283.94941620694675,21.712905286440822,560.5282532569406,12,419.24466079395694,425.1740285714257,508.67507066540026,374.3351194336701,238.21277078336826,440.65267174563667,493.45425724449757,524.4073086980025,144.18085263434975,329.78698925405985
