"frame","targetX","targetY","chaserX","chaserY","d0_x","d0_y","d1_x","d1_y","d2_x","d2_y","d3_x","d3_y","d4_x","d4_y","d5_x","d5_y","d6_x","d6_y","d7_x","d7_y","d8_x","d8_y","d9_x","d9_y","d10_x","d10_y","d11_x","d11_y","d12_x","d12_y","d13_x","d13_y","d14_x","d14_y","d15_x","d15_y","d16_x","d16_y","d17_x","d17_y","d18_x","d18_y"
0,300.33617747225315,297.2964092550585,,,258.1602312461453,159.57828428975407,83.10636505985325,134.97783500795515,531.9248955022993,445.3945338397761,281.6428731616444,302.5847572554687,586.2737208177086,488.45341440441695,327.44849917333255,53.03063392994393,352.49473490320514,585.4124853785455,396.5725544780271,251.37748232447294,478.8226062499899,428.77793236340983,49.31846106784219,36.124212794696014,14.318036122360965,58.77523585694516,72.79580382547724,43.77069490737516,151.49954155126164,168.42550880062805,272.8219632567088,132.6134962806781,146.7188403612046,582.0377363034813,520.107597564457,478.1720323132265,119.09876868016052,382.1563410065077,230.32477961248904,493.60054011759763,427.30675888787863,88.79791560188185
1,300.6723549445063,294.592818510117,,,259.7208427981592,158.32111155601697,81.13540227049205,135.34018481364674,533.1001958325044,447.01769767394404,282.7600077564694,300.9210259082325,585.8892975200582,486.4866377452727,329.1986644505227,52.0544611986873,353.2497336064402,583.556153334744,394.5918341680917,251.68201270479727,480.8261187164832,428.7340063422266,51.32080888444122,36.20542190805325,15.670260876186246,60.25424901235431,74.19709868967962,45.20330246085629,149.90563053746874,167.21083214454183,271.30004768255066,131.3097460423786,145.9855389406748,580.172726725656,521.0883307741954,479.91964613499823,119.88283774873749,380.3120993210359,228.80600133512087,492.29313649096747,425.325622502467,89.09972733314719
2,301.00853241675946,291.8892277651755,,,261.2841487509768,157.06176830956014,79.3482495261938,136.25449109879335,534.2775253224644,448.64366390562964,284.0891986749708,299.41665812850414,585.5042105143627,484.5164654399765,330.9518513936255,51.07660310210816,354.1375784661637,581.7557082732178,392.86024701616276,252.69762919234856,482.83309025361655,428.69000448262824,53.326613760908494,36.28677122920276,17.024820250345986,61.73581568867615,75.60081289391796,46.63838341583092,148.5241222702802,168.6673024745524,269.77550451631754,130.00374487514972,145.25097147291223,578.3044972028681,522.0707572229368,481.67027721758666,118.8134400132655,378.6131998543579,227.2846008822306,490.98347562782135,423.72483874149526,90.31107462650304
3,301.3447098890126,289.185637020234,,,262.849700505606,155.80061592565377,77.55852940801489,137.1701108508962,535.4565461311945,450.2719659551391,285.42029907214294,297.9101292159029,585.1185703033952,482.5434628399934,332.33811926243004,52.53252859050902,352.83242598826627,580.226644951673,391.1261723143363,253.71470468627254,484.84294495018884,428.6459394111833,55.335300120822524,36.36823741452238,18.38132554679363,63.21951074244047,77.00654363490469,48.07552596815485,147.14062936677425,170.12586512929298,268.24877123381293,128.6958675430012,144.5153487459748,576.4335838335567,523.054594998165,483.42342320805324,117.74250601077726,376.91185979600107,225.76101482780334,489.6719333423384,422.1217553391361,91.52416210765834
4,301.6808873612658,286.48204627529253,,,264.4176844017325,154.53750429572554,75.76602889464617,138.08715305153086,536.6373985915623,451.9027976310074,286.75346738211545,296.4012598559326,584.732330986357,480.5673951088299,332.79268911483416,54.49400526318633,350.9568634571479,579.4943269332979,389.38940366449486,254.73336024390719,486.85592202901177,428.60180588304985,57.347107047933754,36.44983016051901,19.739938223475136,64.70551077034501,78.41445822964079,49.514901173617645,145.67045396216372,171.50158631029234,266.71966611571696,127.38595837592712,143.77858320241998,574.5597639323915,524.0399612011012,485.1792927744742,116.62084636237269,375.2397640686837,224.23506182711785,488.3583535282917,420.51618148850207,92.73913416426383
5,302.01706483351893,283.77845553035104,,,265.98797202851625,153.27253686294588,73.97089478383045,139.00554259905908,537.8199859970537,453.5360253754436,288.0885944243903,294.8901736182183,586.5551675555247,479.70529727277614,333.24792683538885,56.45836379833397,348.94751809493187,579.3255754824477,387.6500833001919,255.7535124419366,488.87185663630186,428.55760751256565,59.36186978428887,36.531542785113125,21.234859003921578,63.35230801502243,79.8244413762432,50.95639115385351,144.19811853017058,172.8793287435943,267.07339249829954,125.40080763024349,143.0407351800374,572.6831909568083,525.0267751346778,486.9377421190168,115.49753873676286,373.565211646372,222.70686684887258,487.04284376196944,418.9082486788817,93.9558912955639
6,302.3532423057721,281.07486478540955,,,267.5607491145573,152.00556401101116,72.17291475284438,139.92538811766033,539.0044482203263,455.1718423614038,289.4258381135255,293.37669177631085,588,478.8418327078492,333.7038862681563,58.42583653399917,346.934987212224,579.1565565010799,386.48096709456223,257.4003321854573,490.89098721035924,428.51333907208874,61.37982662958289,36.613384953012726,22.732149760614654,61.99695995646442,81.23665984301061,52.40016640368868,145.5013903323796,174.42216074335394,269.0080974421788,124.82135551829226,142.30171740852188,570.803642951755,526.015153516092,488.6989792254475,114.37245027271318,371.88800446835916,221.17624914305136,485.72524844908236,417.29776672912305,95.17457741570193
7,302.68941977802524,278.37127404046805,,,269.13602327253255,150.7365796074217,70.37208009896646,140.84669405964178,540.1907909945053,456.8102565066952,290.76520492215104,291.8608070045389,586.1713749171524,477.97699723464143,334.1605696201064,60.39643299329505,345.1017957483369,580.0116700292557,385.3099947026422,259.04976655720384,492.9133235243353,428.4690003473476,63.40098735128601,36.69535706035658,24.231817740856457,60.63946003441089,82.65112046547165,53.84623391139536,146.80673131748097,175.96744227173394,270.9458740848125,124.24098341989236,141.56152631082273,568.9211108196986,527.0051011293691,490.46301261864187,113.24557552448377,370.2081344164978,219.64320130104042,484.40556121210403,415.6847278440473,96.39519842345638
8,303.0255972502784,275.66768329552656,,,270.49760619679614,149.2367628057379,68.5687059672784,141.76929919696633,541.3788067102527,458.4509810897367,292.1064604618063,290.3427845819102,584.3401711673456,477.1109421988886,334.6178969719018,62.36980832291663,343.2660191781302,580.8679894104093,384.1373710439614,260.70152690706135,494.8981464785189,428.8737673652788,65.42499824737492,36.77744476207064,25.73360050356883,59.280045810607376,84.46219148396783,52.93883087843671,148.11391305151463,177.51490290531015,272.8863833163457,123.65979289984428,140.82029141997808,567.0359240027349,527.996444734217,492.2295335937187,112.11711169454061,368.5258954671302,218.1079916053755,483.0840129955808,414.0694143045791,97.61754071081698
9,303.36177472253155,272.96409255058506,,,271.86125901590964,147.73466596438973,66.76259032439692,142.69330688979315,542.5686284618778,460.094199922158,293.4497549943752,288.82245444321177,582.5061835994229,476.2435705757827,332.68840410513485,62.99662664504805,341.42745183815066,581.7256105786561,382.9629647485945,262.35579828300513,496.8859867845933,429.2791497149323,67.45208606933834,36.8596572545029,25.210359378919044,57.31992778932918,86.27601571455794,52.03004840039893,149.42308197905,179.0647160072809,274.8298425335118,123.07771884692954,140.0779296948762,565.1478713019428,528.9892953916179,493.998740055374,110.98693236021775,366.8410991577403,218.56598135560012,481.1076301074355,412.4516451459071,98.8417412177251
10,303.6979521947847,270.26050180564357,,,273.22693923917944,146.23033588791267,64.95378944792097,143.61868834653598,543.7602191751702,461.73986180213797,294.7950466635175,287.29986396111883,580.6694693594576,475.37490939216036,330.7560425742895,63.6243768862528,339.58615101717476,582.5845068109783,381.78681241041454,264.0125291388225,498.8767825025159,429.6851347648106,69.48218765420224,36.94199197595601,24.68634032808748,55.356895572173975,88.0925366394476,51.11991479445873,150.73419730708247,180.61683328629755,276.77619117915935,122.49477939826481,139.334464267112,563.2570115480364,529.9836221648756,495.77057687607925,109.17385883156338,367.7580810719112,219.02465201984486,479.128308841702,410.8314707768544,100.06776179874669
