"frame","targetX","targetY","chaserX","chaserY","d0_x","d0_y","d1_x","d1_y","d2_x","d2_y","d3_x","d3_y","d4_x","d4_y","d5_x","d5_y","d6_x","d6_y","d7_x","d7_y","d8_x","d8_y","d9_x","d9_y","d10_x","d10_y","d11_x","d11_y","d12_x","d12_y","d13_x","d13_y","d14_x","d14_y","d15_x","d15_y","d16_x","d16_y","d17_x","d17_y","d18_x","d18_y"
0,301.99081741544495,297.19101734191275,,,392.43056287975685,440.7563215274588,21.659819495973913,43.143460532358745,486.95828058729336,548.7741838461374,280.1463037261595,416.548251853975,195.7899285108569,331.10957563776043,185.22368535855944,462.8169579698488,57.87193142592664,301.1829691994591,31.627013982120623,137.1042849918518,15.110025386847271,258.5974856425904,195.02477034064108,346.2917114592862,222.93377622861277,33.23553983960901,81.5456228519981,56.731473028873346,444.7450048799068,295.41937517828063,110.68452320218536,438.6103087770398,175.53945901045932,364.27971283851383,480.9121325646341,229.81184924798998,236.95216711404052,496.01720615231244,265.9344616850974,340.2120360611122,545.9631568565467,558.536135987796
1,303.9816348308899,294.3820346838255,,,392.35004633142444,438.75654497491314,19.66655951049534,43.32374864887419,487.8419004980468,546.9784096320484,282.09741531801075,416.1024349287575,194.86181123159588,332.8827613275865,187.14742018512092,463.36907525063356,57.47989766330372,303.1455946613418,33.16286603090864,138.3875416532023,15.293518936187786,256.6045181837449,193.0969454585858,345.7540494848122,222.59117932313225,31.263683725430827,79.60015871391816,56.26162362522195,444.60819970112846,293.42265949553405,110.42847499191429,440.59525927735046,176.93620097899802,365.7131356819168,480.20657979234693,227.93894122563952,238.86275666897268,496.6132235406921,266.1461631616887,338.221867309605,547.5171842050719,559.7973212139633
2,305.97245224633485,291.57305202573826,,,392.26947509447064,436.7554101298794,17.67194565872526,43.50415922106801,488.7261205829975,545.181415688374,284.04985214803185,415.6563151948188,193.93306355454024,334.6571514043723,189.07246165494743,463.9215675416934,57.0875976226738,305.1095531818697,34.69976126439546,139.67166993087469,15.47713711840759,254.61019705729845,191.16781115520928,345.21602231842706,222.24834971825211,29.290488282944175,77.65337317354394,55.791455089458175,444.47130160124533,291.4245875993099,110.17225286803264,442.5815579999665,178.3338916455906,367.1475321378356,479.5005477930035,226.06476108271423,240.77464393861047,497.20964575727135,266.35800843060775,336.2303467914408,549.0722670833617,561.0593630650453
3,307.9632696617798,288.764069367651,,,392.1888449718741,434.7528127516153,15.675874039605159,43.68470164667371,489.61098690188913,543.3831084082377,286.0037159202459,415.2098694134189,193.00363710046776,336.43283829754085,190.9989100450155,464.4744636228013,55.122174396645555,304.7171133537571,36.23777974070434,140.95673671615583,15.660889498327201,252.61441837744084,189.23726694033599,344.67760193385794,221.90526955569928,27.315850726792906,75.7051648212326,55.320942930120424,444.3343034491239,289.42505540841734,109.91584348372152,444.56930841280445,179.73260381708118,368.5829769251487,479.53602015815767,224.06085510003672,242.68792851471744,497.8065038701688,266.04340654815957,334.25097236206665,550.6284864969485,562.322327281829
4,309.95408707722476,285.9550867095638,,,392.10813822046526,432.7483121558707,13.67790540491967,43.86541565519673,490.49669417516543,541.5830920627205,287.959436594764,414.7629993413331,194.6828273054069,337.5304978411608,192.9271892825075,465.02788516224535,53.289494870109834,303.90113420507726,37.7772599105524,142.24302479613948,16.53637055340653,250.80940615026324,187.30488798547128,344.1386698482855,221.0327796269447,25.509390779192273,74.29710283652756,53.89199308310271,444.1971750974523,287.4236229131202,109.65919041447017,446.55894793294556,181.13264528895127,370.01978592258274,479.57152623534313,222.05504465621448,244.60303142769527,498.4039292217964,265.72850567610493,332.2697167857104,552.1861849017812,563.5864917875975
5,311.9449044926697,283.1461040514765,,,392.02737763118256,430.7424743975182,12,44.04625021445215,491.38299228620446,539.781874961985,289.9164618917716,414.3158311710815,196.36313766484153,338.628889611701,194.8567548368504,465.58167587822675,51.43250221062381,303.1385821424424,39.31776703710132,143.53017093340043,17.412435624541146,249.00318983521356,185.37121997891555,343.59937825180316,220.15970767745588,23.70172577797397,72.4841151795122,54.75395778140752,444.0599552701759,285.4208553018842,109.40236613704452,448.5499147021656,182.53362070073118,371.45755338681397,479.6070559979288,220.0478961760107,246.3863327068901,497.48211365822857,265.4133947399215,330.2871395530379,553.7449224163381,564.8514995924456
6,313.93572190811466,280.3371213933893,,,391.9465619466318,428.7352682468607,14.00066537314834,44.22720813992617,492.269895034139,537.9794290621553,291.8748222809849,413.8683579405225,198.04459434020143,339.72803071046604,196.78763675022861,466.13584439293646,49.57424270168541,302.3755098630699,40.85932510512794,144.81819516803606,18.28909835154152,247.1957413105814,183.37259184893327,343.39715732274254,219.2860401140235,21.892827578872428,70.66989069347186,55.616510516234946,442.7012042107208,283.941259659644,109.1453666528438,450.54223971862933,183.9355518647722,372.896301703024,478.870762734584,218.17886435807404,248.17085056291816,496.55966922758586,265.09806883352,328.30320979650446,555.3047233092324,566.1173703917901
7,315.9265393235596,277.52813873530204,,,391.86565992939586,426.72591786519604,16.003467990010613,44.40835937668247,493.1577452305316,536.1750576698265,293.8352747209168,413.42040668932,199.72784725932996,340.82834598480065,198.7205813599913,466.6906049072831,47.71399807644138,301.61162241917555,42.40252996793332,146.10759535576,19.166697587929054,245.38636194931394,181.37182865155557,343.19472036784606,218.41143924083676,20.081996994496933,68.85372813226387,56.479984687218156,441.3410016430826,282.46008341500624,110.90287415006172,451.51958381868394,185.3389806648537,374.33658698580325,478.13368291384194,216.30783591613533,249.9572747595174,495.63623938049756,264.78240607502903,326.317160674355,556.8661904851033,567.384593478451
8,317.91735673900456,274.7191560772148,,,389.92763415418017,426.1834407486795,16.90721842399478,42.61017682743505,494.04627479639976,534.3693055999336,295.12984384269583,414.96128829290956,201.41238817800794,341.9295032036591,198.3645714088664,468.6713830983092,46.30439975825408,300.17521791183503,44.41475544099048,146.14185864404934,20.044968349913372,243.57559807846053,179.36953450058948,342.9921285112686,217.53616913635517,18.269780790081647,67.03617587106845,57.34411957551279,439.97975826911386,280.9777737968189,112.6617264653036,452.49767576758893,186.74348334732184,375.77797435298953,477.3960390908241,214.43537579167122,251.74506590075944,494.7121029389258,264.4665017761931,324.3295918576039,558.428852471924,568.6527862249569
9,319.61061709597936,271.5209088726164,,,387.9882945125039,425.64059586487207,16.73027677430612,40.60408349305143,494.93540673258246,532.5623293373022,296.4252906055113,416.50321452278047,203.09807111545717,343.03140694176216,197.14815046636122,470.27638742985715,44.89384581606176,298.73783960748415,46.428345083499856,146.17614516081474,20.923834527352025,241.76360661716518,177.36588291301817,342.7893993094355,216.66030565068695,16.456336010628444,65.21739141730531,58.20884029597832,438.61759205292253,279.49445926068034,114.42177117803351,453.47643080478895,188.1489381992564,377.2203388952695,476.65789518907087,212.56164625036664,253.53406905829613,493.78733998769087,264.1503833129904,322.3406755871502,559.9925738508332,569.9218387308822
10,321.30387745295417,268.32266166801804,,,386.046985223831,425.0971996527815,16.553155417782513,38.595952714773944,495.82544169575954,530.7535178595842,297.72205305990076,418.0467067755916,204.78546607913623,344.13442980378846,195.93049409309157,471.8830218482106,43.48185927625934,297.29900146195877,48.44397978336103,146.21046649991519,21.80359330559646,239.94977484720857,175.3601963614586,342.58646421021604,215.7835526138298,14.641049446483857,63.39675975572981,59.074439250732155,437.33949491265486,277.9354759709554,116.18360344086959,454.4561798926844,189.55582047002395,378.66416834288515,475.9190016079485,210.68601369749862,255.32488917693675,492.86163782161685,263.83394379113025,320.34973931830405,561.557883388439,571.1921801216439
11,322.997137809929,265.12441446341967,,,384.1043889905108,424.55344320914486,16.375916642884093,36.586490694137964,496.7160666863673,528.9435072734796,299.0196751720012,419.5912222497433,206.70614123303594,344.7511616327857,194.7120305035989,473.49072134649583,42.068936693689324,295.8592094730348,50.46095070012637,146.24481059152802,22.683935298920076,238.13474064078244,173.3531801878823,342.3833945800173,214.90621835447797,12.824559481448683,61.57492114985899,59.940612033648236,437.5672131186713,275.93110683969377,117.94660366834334,455.43657848184773,190.96363539980578,380.10895494276394,475.1796181949664,208.80913773880746,257.116896477022,491.93532198339153,265.82461339438555,320.0232646234479,563.4241054596453,571.9580563366086
12,324.6903981669038,261.9261672588213,,,382.16012201660686,424.0092191047857,16.198525432801684,34.575300424629745,497.6074576639008,527.1319399778068,300.3184133111421,421.1370660929305,208.53910229558156,345.59768846920065,193.49251896778884,475.0998035555844,40.65479891927451,294.4181791830852,52.4796563238314,146.2791842209659,23.56503443522103,236.31814540419595,172.5427344788481,340.5341969988251,215.4452970513513,12,59.751515661666595,60.80752977323424,437.7951271749844,273.9250138397274,119.71112017386744,456.4178202682144,189.9612371258851,381.8615392180614,474.4395988712099,206.93064756261649,258.9104450028501,491.0082094621305,267.81699508399106,319.6965091422333,565.2919325854167,572.7245912476278
13,326.3836585238786,258.7279200542229,,,380.15762358519765,424.2771136685197,16.021016471307334,32.562775136921864,498.4994403423768,525.3191701726818,301.61801354626596,422.6839360596506,210.3732800686567,346.44477722596207,192.27219792622506,476.7099538655217,41.81413094581633,292.7635744818623,54.49970195439121,146.31358066744977,24.446718440790942,234.50034432063464,171.73175079994215,338.68377192938226,215.9847335860097,13.946991445833863,57.9268998058879,61.675022968547886,438.023192519526,271.9175892051038,120.21207126356485,458.37506717926203,188.9581734649251,383.6152868501727,473.6990883262695,205.0509104538945,260.9131632395319,490.74196309213335,269.81069930675346,319.36953676233895,567.1609995656388,573.4916349807473
14,328.0769188808534,255.52967284962457,,,378.15367002347233,424.54520289982247,15.843378521611443,30.54878743280848,499.3920711866723,523.5050831049521,303.33133784553155,423.7573518966113,212.20879066059496,347.2924815260423,191.0509901293385,478.32127420310684,42.974305409561495,291.1077674498789,56.52121546606936,146.34800210836622,25.25106198404659,232.64542298054633,169.7588697688343,338.2416835325803,216.5245621062212,15.895397687421672,56.10095807948411,62.543146534216746,438.2514235894393,269.90870586050204,120.71338637308173,460.33373633827335,187.95438092032694,385.3703088559895,472.9580396838572,203.1698074202807,262.91733676625296,490.47552325223955,271.80585226945516,319.0423267855431,569.0314247172248,574.2592360918763
15,329.7701792378282,252.33142564502623,,,376.14834721579723,424.81347530906964,15.665619196825933,28.53342362669382,500.2853119408937,521.6897565217877,302.4514192596598,425.5791732190199,214.0455554060684,348.1407650389854,189.8289479149975,479.9336955112375,44.96501724734573,291.4688159610943,58.54411022192458,146.3824470684996,24.783269887351576,230.67705812544074,167.784640722776,337.7992930690247,217.06475947630474,17.845135221014328,54.273768737685856,63.41186326466691,438.4798106033196,267.89844990156644,121.21504401732416,462.29374380165666,186.94990251209285,387.1265300197205,472.2164847034381,201.28741908107946,264.92287968921977,490.2089013613848,273.8023684649011,318.71489323523537,570.9031278784973,575.0273616835784
16,331.463439594803,249.13317844042788,,,374.14170789240495,425.0819238420022,15.487743171156126,26.516736712839887,501.1791391171553,519.873238157445,300.4348238173197,425.75808328288076,215.8835260071013,348.98960545906243,188.6061034169663,481.5471753910788,46.95703600859026,291.8301015044912,59.11853377649319,144.44113216128477,24.315170680177733,228.70740101790628,165.8091155743852,337.35661217143223,217.60531149169796,19.796152778001485,52.44537982668232,64.28115031687527,438.7083475556997,265.8868741882475,121.71703100513699,464.2550380307524,185.36980914475012,388.39221992625266,473.1191384083593,199.47527055570694,266.9297392724118,489.94210443042755,275.8001953944298,318.3872447213249,572.7760598327703,575.795991557888
