"frame","targetX","targetY","chaserX","chaserY","d0_x","d0_y","d1_x","d1_y","d2_x","d2_y","d3_x","d3_y","d4_x","d4_y","d5_x","d5_y","d6_x","d6_y","d7_x","d7_y","d8_x","d8_y","d9_x","d9_y","d10_x","d10_y","d11_x","d11_y","d12_x","d12_y","d13_x","d13_y","d14_x","d14_y","d15_x","d15_y","d16_x","d16_y","d17_x","d17_y"
0,298.7080496815066,302.4975973764976,446.43126425988953,238.7553940938069,100.2283211046997,382.0948959312123,84.76785459152538,313.94427138078396,112.23920568480672,70.82202026067738,370.22293487086057,462.6580861170003,140.94219850579844,208.04815712336404,76.16710403790631,406.5761415998282,330.4932559594249,516.0437514346935,56.841575798402225,109.65047728700044,242.10883382239322,298.1443564396119,581.2250941104571,280.78406407789583,531.9475598755088,242.86656959336204,563.2205665491176,228.64584158743622,280.1180345316518,264.8088089225098,266.6954616137225,340.07591576764185,265.40532657915577,30.35066416064705,352.9541544063336,513.2120138231861,258.16289252638836,58.06809877399588,347.14333477063644,142.51733894032412
1,297.41609936301325,304.9951947529952,445.17876928308954,237.25496792724255,101.31632418217353,380.4149447702276,83.0578278759268,314.9843652380034,110.38905443403543,70.05852373209594,368.2688198750988,463.09100779955435,142.8594643393492,207.47363269099802,75.01073924407446,408.20978999023316,332.0782814130465,514.8215890431685,57.14149364665362,111.62937493068662,243.58884274786905,296.79692919467493,579.2865823667812,280.2859086608653,533.7893571037976,243.65000406398124,564.8652015486001,229.78652660897538,281.86236547454814,265.7902854436456,266.8605491996913,342.07059185383866,266.623981818355,31.93838769069211,353.9114398367207,514.9697371246915,258.81434102589117,56.175586831528406,345.3646974220187,141.59949593523638
2,296.12414904451987,307.4927921294928,443.91593401426206,235.78562828821296,101.4184260282317,378.41461203884927,81.34657025548998,316.0252077715736,108.53757141452316,69.29447762638658,366.3132982758139,463.524241106125,144.77811025180114,206.8986947066699,73.85354208019452,409.84461430712474,333.6644477935798,513.5985469194222,57.44162738061436,113.60969701684601,245.06991700766417,295.4485320498529,577.3466752510549,279.78739466352283,535.632480087467,244.43400246338092,566.5110203829079,230.9280327140094,283.6079520150194,266.77246844742723,267.0257556183699,344.0667037400863,267.8435142652706,33.52725408976787,354.869414336616,516.7287256638077,259.46625844854157,54.28171262841016,343.408070340163,141.17128303755496
3,294.8321987260265,309.9903895059904,442.6377249131731,234.29593106141073,101.52060144208718,376.4128380007893,79.6340796166639,317.066800267025,106.68475433952842,68.52988099988636,364.35636765776775,463.9577865717928,146.6981386128478,206.32334246028157,72.69551111702799,411.4806165696523,334.39670475007347,511.7327122900099,57.741977370975526,115.59144599134748,246.55205843103326,294.0991633397588,575.4053703673253,279.2885214701606,537.3224815228926,245.51170105895716,568.1580250847693,232.07036131239693,285.35479630901574,267.7553591469356,267.19108107380237,346.0642538917555,269.3147030587434,34.8885559110432,355.8280790892007,518.4889816130376,260.11864559951385,52.38647382554288,341.45003344300886,140.742761598149
4,293.5402484075331,312.487986882488,441.2999217896568,232.7997836310271,101.6228488128554,374.4096542157626,77.92038295835826,318.10912630274265,104.83063242032968,67.76474590712849,362.63110867413627,464.9808609780906,146.66466192620135,204.31783027810116,71.53666461194385,413.11777098481207,335.12947739765093,509.86556364879647,58.042538882457364,117.57459061018862,248.03524365072303,292.74884433836814,573.4626983219586,278.78929694595,539.0136731398032,246.59015862247745,569.8061896877176,233.2134943943305,287.1028708160121,268.73894204604085,267.35652295948864,348.06321081572446,270.78692793516046,36.2508164274943,356.7874189802882,520.2504772204096,260.7714921933552,50.48990030302059,339.4906176007171,140.31393837303304
5,292.24829808903974,314.98558425898557,439.95528954836493,231.2895461233539,101.72516437570378,372.40513444264866,76.20554338029767,319.1521474994222,102.97527392722547,66.99910052101824,360.90469905946094,466.0046177058157,146.6311629128693,202.31098055495005,70.37704523462634,414.756017271228,335.8627387550189,507.99716974573516,58.62857413674743,119.49426002858728,249.51941805463022,291.39762476554046,571.5036705563292,278.3525152971835,540.7059926671285,247.66933544424467,571.4554535049726,234.35738986870706,288.85211117046316,269.72318092840925,267.522075183722,350.06350090875026,272.26013468598734,37.61398547956523,357.74739868619235,522.0131476262025,261.4247741917154,48.592061894244885,337.52989496059536,139.88482915183192
6,290.95634777054636,317.48318163548316,438.63952635939717,229.6857949083977,101.82755010830506,370.3992399357872,74.4895277360934,320.19588401777514,101.1186429977161,66.23293004228229,359.177105443714,467.02907654331375,146.59764092534428,200.3027545001321,69.2166305706204,416.39538709480576,336.5965029954949,506.12749446636286,59.215011303980496,121.41524598891728,251.00461033058218,290.0454785033521,569.5432992561447,277.9154340961348,542.3994728159637,248.74925238382778,573.1058484153995,235.50206984605205,290.6025511836953,270.7080948185403,267.687740946486,352.06516283473707,273.73435178705597,38.978089416152926,358.7080367625034,523.777026901334,262.07850422197924,46.69292191561547,335.5678276235447,139.45542564022986
7,289.664397452053,319.98077901198076,437.3734151647025,228.13243544296066,101.93004387119288,368.3912289488965,72.77170147182494,321.2407218141311,99.26005308069743,65.46595115387593,357.4476889916346,468.0546163183501,146.56408356775523,198.2924095051981,68.99340195149146,418.39358179965967,337.3310414528382,504.25584643599274,59.802067238825,123.33825883969814,252.49136967787354,288.69190555070185,567.5808595088447,277.4778917174768,544.0947398069795,249.83030877647187,574.7579847074674,236.64795760990006,292.35483813918574,271.69404792113835,267.8535815082123,354.0689367748288,275.2101243792247,40.34363266010681,359.6696884371352,525.542767298896,260.97237244053395,45.013908640807564,333.6036900498387,139.0255690519811
8,287.55070645755904,321.5540079791082,436.01544602966163,226.64084954374576,102.03263164641702,366.3813761152543,71.05229953255007,322.28651798726577,98.94291143510048,63.47862786836013,355.7166862334567,469.0810967690678,146.53049542970209,196.28022052264515,68.76996857605906,420.393609347287,338.0662536650963,502.3824816377028,60.38966165033805,125.2630355727464,254.4672401416515,288.3098472110531,565.8580873947036,278.51812674248947,545.7915617805234,250.91235676737816,576.4116364204581,237.79489643854268,294.10873237872886,272.6809053885686,268.01957418708434,356.07454867524376,276.68725062282897,41.71042844769939,357.98111005971407,526.6376352031799,259.86522606044264,43.33335529218218,331.63775087224036,138.5953181780607
9,285.4370154630651,323.1272369462356,434.7278004674109,225.056092200065,102.13529497253502,364.37004312300843,69.33163133759177,323.3330843382848,98.62553623014664,61.48984101615431,353.98440867615795,470.1083331725822,146.49688255562316,194.26654966102888,67.39317461963897,421.8634523884963,338.4598073343523,500.4073574204341,60.977688796481736,127.18922980999879,256.44456573767474,287.92750750406793,564.1340465429097,279.5591278498721,547.4896333807069,251.99520163386478,578.0665059672968,238.9426799317033,295.86391827585254,273.6684896284005,268.1856891114699,358.0816376110218,278.16546469788113,43.07823081373915,356.2912881266597,527.7333094242852,259.5766019237653,41.340192912456565,329.67036387630475,138.16475044535235
10,283.3233244685712,324.700465913363,433.3685905022089,223.53750595805022,104.1026949481015,363.93245439215144,67.60965989980734,324.3804433639711,98.30792064360135,59.4995478466902,352.2508190830431,471.13634761016357,146.46324422298275,192.25135363487928,66.01533787248675,423.3344086962869,338.8536590831554,498.43073723405615,61.56616131737114,129.11688295654514,258.42338897014264,287.54487821104766,562.4086998938222,280.60091741677826,549.188991108941,253.07886665255054,579.7226289207316,240.0913327619086,297.62043355968524,274.6568218695493,268.3519298521425,360.09024672614913,279.64479837977814,44.44706916023483,354.6001863138946,528.8298135146078,259.2877591817016,39.3455209014259,327.7014867714706,137.7338565984574
11,281.20963347407724,326.27369488049044,432.05628603752956,221.9731434431526,106.07157895521964,363.4945355832771,65.88638955993058,325.4285924241493,97.99006547610782,57.50775337708518,353.20222271397444,472.9148605417168,146.42958051657615,190.23463752408867,64.63646180784384,424.8064745626823,339.24780791868665,496.4526260612196,62.155077729588754,131.0459901531706,260.40370485085117,287.1619602965216,560.6820517966833,281.643492817072,550.8896306814962,254.1633490917401,581.380001106019,241.24085203364234,298.706841528719,276.3562320147089,268.51829599004367,362.1003709573377,281.1252479394258,45.816940036628125,352.90780888433653,529.927144710088,258.99869856236427,37.34934428724573,325.7311245208699,137.30263772357011
12,279.0959424795833,327.84692384761786,430.75244567003153,220.4494178401715,108.04207371845793,363.0562585103309,64.161709401986,326.4775989815226,97.67195026934608,55.51432940816969,354.15440469406997,474.69482848564195,146.39588926968423,188.21627152543957,63.25645767620865,426.2797447352201,339.6422792098054,494.4728965834618,62.744475937946625,132.97667556426285,262.385640840166,286.77872911449373,558.9539911181124,282.6869211547154,552.5916615577493,255.24871875268562,583.0387291976884,242.39131173416493,299.79413829479654,278.0570324577642,268.6847982331058,364.11213968352746,282.6069086639669,47.187931612813784,353.9769585801437,531.6394108496163,258.70940146075577,35.351534588695635,323.75915030478893,136.87106606586812
13,276.98225148508936,329.4201528147453,429.4475472388115,218.93143130467848,110.01389455219626,362.61768649303457,62.435868597729595,327.5273114817261,97.35362098275061,53.51956393824208,355.10722745761643,476.47599428252545,146.36217534982234,186.19654724070972,61.87552485254999,427.75400636439656,340.0370159655942,492.49183482058083,63.33427078962041,134.90866025562534,264.4026018593424,286.66786405307795,557.2247675182637,283.73105168125227,554.2948378381807,256.3348188274926,584.6985735523549,243.54254565175157,300.8821667716064,279.75897747696155,268.85141252605354,366.1252622560762,284.0895664916796,48.55984581590457,355.04682777437233,533.3528292812787,258.4199096728384,33.3523804376987,321.7858490225906,136.43920397631388
14,274.8685604905954,330.9933817818727,428.2244428146486,217.40031199206084,111.98711714583473,362.1788026965661,60.70880089983659,328.577770218537,97.03506539708103,51.523380397160096,356.0607275792266,478.2584263033715,146.32843746286355,184.1753871416994,59.88199960445991,427.41921766077104,340.43203333823516,490.5093647284585,63.92448492420177,136.84201838752648,266.42099672840436,286.5569201781134,555.4943146199619,284.7759244761928,555.9992249001252,257.42169100669486,586.359597884034,244.69459797713355,301.9709687237052,281.46213240237313,269.01814526446583,368.1398159497735,285.57327833517957,49.932735307562865,356.1174575345252,535.0674657755604,258.1302120863146,31.35180509565078,319.81114492804693,136.0070348776495
15,272.7548694961015,332.5666107490001,426.9905532128817,215.81665087853509,113.96253121375224,361.73943147280255,58.97981510894673,329.6293956018836,96.71615602143626,49.52497988121647,357.01528666448246,480.04283790520367,147.3031679639335,182.40191363970345,57.88626033382625,427.08405713856035,340.827489419826,488.5246928917231,64.51535455456917,138.77752371996743,268.44163324037817,286.4458530881354,553.761939869037,285.8219577138844,557.7055048657999,258.5097702734467,587.8574255910593,243.333782055686,303.0609799065723,283.16717886309567,269.18506317737837,370.15660702034745,287.3404878752807,48.946693597809436,357.1892763432879,536.7840065566608,257.7944777654442,29.356162272451307,317.8342477138594,135.57438580907854
16,270.64117850160756,334.13983971612754,425.69491885987316,214.27107764008036,115.93928082957324,361.29976319672664,57.142269854073746,328.7783523168917,96.3970310359328,47.52522827657568,357.97049111285776,481.828455921029,148.2785574657154,180.62724111880004,55.889171773723575,426.7486700193339,341.22321286335847,486.5386792480452,65.10662366305556,140.71433761861275,270.4636358744735,286.3347109073592,552.0283938854554,286.86869815900167,559.7208129090657,258.31132449399024,587.5556292619247,241.33134199107562,304.151728029696,284.8733780802266,269.35209394099513,372.17476161319746,289.10889219931835,47.959985240005054,358.26181979271513,538.5017078653075,257.45851645962125,27.359170224989487,316.1788768677514,134.40794052596763
17,268.5274875071136,335.71306868325496,424.42571475970374,212.66806917425978,117.91733513331417,360.8598047322101,55.30351178849515,327.92674732904965,96.0776954225834,45.52415680231631,358.92632601219907,483.6152524747107,149.25459074093735,178.85139728425057,53.89076510165641,426.4130615389803,341.6191974910046,484.5513548020335,65.69828301907613,142.65242984693447,272.4869730642402,286.2234953708785,550.2937037324326,287.9161294703789,561.7456968171041,258.3894745932527,587.253633742148,239.32758028241796,305.24319606488575,286.58070341747396,269.5192349477189,374.1942482219471,290.43701184385804,49.490462449517,359.9592214813041,539.6085456070849,255.43641932447096,27.491024140611394,314.5224134491048,133.24072536939477
18,266.4137965126197,337.2862976503824,423.0907639274507,211.1674435964814,119.76457110926631,360.0201770819316,53.9254455244494,326.43738883833527,95.75793264093886,43.52040853832728,359.88343951106805,485.4044391872275,150.23192963461446,177.07317794207984,51.889685204507444,426.0770041224718,342.015711818663,482.5613719553924,66.29073382493146,144.5931146190202,274.5130168280993,286.1121310637968,548.7309571879189,289.2103777385155,563.7732893682462,258.46772923220095,586.9512342495418,237.32113818536268,306.336124133095,288.290312606641,269.77041580110557,376.20774357104926,291.7669080851211,51.02298694505975,361.6588937471641,540.7168639416037,253.56441525816118,28.273875414918187,312.8637342154193,132.07194885452782
19,264.0740780612112,338.0194064599656,421.72822285112983,209.65149954381747,121.41479186895178,358.83707532140556,52.54642518090648,324.94699921694377,95.4379484772593,41.5152730151142,360.8412156503264,487.194864611121,151.20994517137075,175.2937274815949,49.88721989553041,425.7407140426297,342.4125006659147,480.57001137976744,66.88359480349162,146.53514298945083,276.5404632870725,286.0006896556316,547.1671287038234,290.50552205626093,565.8022856867776,258.5460380493469,585.2566058977902,236.2025707618712,307.42980887047827,290.00110541311165,270.0217705550575,378.22263292759527,293.09772505622874,52.55657245648995,362.2531894199174,542.6584537501893,252.77373525941815,30.144111622204427,311.10485416400405,133.08649274031606
20,261.7343596098027,338.7525152695488,420.4839427236906,208.07450386405807,123.06650466165513,357.6529038695186,51.16615800788767,323.4552620724942,95.1176750026287,39.5083245657284,361.79985775470794,488.98690883288305,152.1888449725288,173.51266814616088,47.88294407463208,425.40411990898156,342.8096482664167,478.57685033247105,67.47699181224642,148.4789272282605,278.56974284446056,285.88914748866824,545.6018862975488,291.8018373676893,567.8331165050162,258.62441766874167,583.5604453622753,235.0829919951889,308.52448245358397,291.71344501829935,270.27335256926534,380.2393440291592,294.4297452741444,54.09154454617363,364.28467209178336,542.7175750741965,251.98234037410143,32.01603878759803,309.34438383619954,134.10195391730113
