"frame","targetX","targetY","chaserX","chaserY","d0_x","d0_y","d1_x","d1_y","d2_x","d2_y","d3_x","d3_y","d4_x","d4_y","d5_x","d5_y","d6_x","d6_y","d7_x","d7_y","d8_x","d8_y","d9_x","d9_y","d10_x","d10_y","d11_x","d11_y","d12_x","d12_y","d13_x","d13_y","d14_x","d14_y","d15_x","d15_y","d16_x","d16_y","d17_x","d17_y"
0,302.5146844594223,299.0203356017613,52.672239552889,488.09217356886325,15.945860131739298,142.57115808719178,95.65843256197505,526.8962864318687,372.0595593344376,333.2836715908815,395.80878403388937,312.77936490239983,578.3697665731914,567.3856376169908,69.81586231366087,567.4862966425326,454.7837124369613,552.7520629701537,226.5699810162668,365.3746928258026,407.70092175730815,426.68424671201745,334.0484176661757,429.97932329186705,382.18684802249663,512.542872060026,529.1966787932939,82.52675865194094,295.58423258118995,120.8124312380363,130.7346736674943,497.584838987929,511.566221229963,245.28457451929668,191.56840298351443,528.2137769818198,60.94005526091331,421.1867335963195,425.126314643611,298.05091972931
1,305.0293689188446,298.0406712035226,54.50984639415221,487.3142916697363,15.700005266948278,140.58489173635567,97.18040680946861,528.1960144884142,372.1998715842182,331.2871718779923,394.76349110901714,311.0725956349775,580.1594887051265,568.2815133457987,70.26600669560767,565.5361508360845,453.0980062336972,551.6731314490264,224.90942611530875,366.49194662503953,406.99708701833623,424.8106631693854,333.2638022565526,428.13810703895507,380.58728863237803,513.7458302423784,530.3125561803615,84.18823880169792,294.1414197115173,122.19951077941533,129.49223393416926,499.15392857748736,512.3205639656503,243.43074991375252,190.48798358488548,529.8985299471152,62.91768969365855,420.87906383598283,424.90828538025556,296.06140675591024
2,307.54405337826694,297.0610068052839,56.36475438329286,486.5103715572154,17.351433843458935,139.45112661108985,98.70369912413943,529.4968681414628,372.34030534786234,329.2889431471875,393.7172929347314,309.36434826334005,581.9507607805001,569.1781649250488,70.71654091367414,563.5843161553453,451.4108401673502,550.5932655466329,222.94254021555224,366.8714193644083,406.2926427411483,422.9354570572681,332.4785073506635,426.2952962474277,378.9863439844381,514.9498302161397,531.429399944725,85.85115783417889,292.69735733037,123.58779156583432,128.24871821743983,500.72437703726945,513.0755599807226,241.57531985044915,189.40662851645175,531.5847419499659,64.89703680652222,420.57112762605726,426.76304816649395,295.3047729545437
3,310.05873783768925,296.0813424070452,58.21740577406568,485.7794515002814,19.00422923435318,138.31642311858073,100.2282522004779,530.7987984535381,372.4808553423207,327.28906057085175,392.6702288684943,307.6546870509156,583.7435154125355,570.0755586231486,71.16744801898399,561.6308660273781,449.7222777082801,549.5125058869987,220.9740264113396,367.2512061765779,404.66965304171737,421.758516508381,330.4755302280671,426.20946346564205,377.01145175616006,514.6047428261055,532.5471680712699,87.5154531911856,291.2520997626663,124.97722137085111,127.00417329775728,502.2961252877746,513.8311808726002,239.71835412975534,188.32437845826047,533.2723495559035,66.87802213743689,420.26293655095196,428.619346057847,294.54751292084865
4,312.57342229711156,295.1016780088065,60.13476638881244,485.06669907583444,20.658248657439195,137.18087928393936,101.75393433492833,532.1016929530876,374.46613821749276,326.999419486255,391.62238936439536,305.9437596924379,585.5375977281993,570.9736169157779,71.61868905843683,559.675969207428,448.03246472853505,548.4309458351186,219.00405475924114,367.63127425240947,403.04546138368346,420.5807043373151,328.47106973463667,426.1235671175562,375.03509695624365,514.259399870212,531.9055248941489,89.41638298620487,289.8057718617575,126.36768016398035,125.7587066892473,503.869037548336,514.5873613644751,237.8600131717916,187.2413269040594,534.961206975368,68.87611251447937,420.0816221899432,430.47701869188694,293.78969207323564
5,315.0881067565339,294.1220136105678,62.062628680080714,484.3848889352747,20.275488559215823,135.20999597932268,103.28068613851215,533.4055009234047,376.45281299191083,326.7095753317521,390.5738152108246,304.2316327877746,587.332937890719,571.8723048449573,73.54433828892746,559.1078483274038,446.3414670060806,547.3486274919946,217.03270194272952,368.01160879730435,401.42013099062467,419.4020663918,326.4652038963638,426.03761054678694,373.70959490900196,512.7514440963356,531.2634318553656,91.31864553978541,287.87599260475326,125.81375028353978,124.51236687316826,505.4430525914867,512.9318981991433,236.72408711722713,186.15751601290916,536.6512484675902,70.87560377021984,419.90018070784475,432.335993756513,293.03133991077596
6,317.6027912159562,293.1423492123291,63.93395204894456,483.64919252944935,19.89243473639142,133.23760024716978,104.80860954949827,534.7103094172289,378.4181390131925,326.2917610363185,389.52443639651113,302.5181920215193,588,572.7716824143439,75.47146523497564,558.5392914795772,444.6491716362651,546.2654785933216,215.05983633838497,368.39223520546545,399.48071982753146,418.8769383161224,324.45779878546085,425.95158801418,372.0182066118358,513.8360088862881,530.6208460836081,93.22236786232358,285.9447324628685,125.25939532526614,123.26507063381801,507.0182755111708,511.2751646551592,235.58728936932596,185.07287342085,538.3425868733761,72.87662940682729,419.71859999015936,434.1963953718995,292.2724057997605
7,320.1174756753785,292.1626848140904,65.82306925642456,482.9783923778637,19.509019719607906,131.26334467866758,106.81392479450737,534.8632894583818,380.38531820456217,325.87355277014103,388.4740680886436,300.80313559600893,586.2015879352637,573.671908036212,77.48241542919719,558.5115166489329,442.95528054587936,545.1813083581792,213.0851104546333,368.7732205186971,397.53947993031636,418.35131508003286,322.44850082672207,425.8654843681178,370.32522344940776,514.9215963478002,529.9776543967411,95.12788526681042,284.0116512727259,124.70451764759852,122.01659827811015,508.5949837599887,509.6168689230117,234.44941969770338,183.9872080838691,540.0355200973797,74.87954187585592,419.5368480540853,436.0585512207251,291.51275606498695
8,322.6321601348008,291.18302041585173,67.70483859322707,482.20579322806435,19.12533440194954,129.28769729455047,108.82065375165959,535.0163773477857,382.3538842228247,325.4550496744569,387.42295928950654,299.08687008574196,584.4019080215044,574.5727683013844,79.17870806882925,559.5945624882607,441.2601952919278,544.0963738020002,211.10899242370272,369.1544744199051,395.5968714929566,417.8253212887633,320.4377863480967,425.77932002049243,368.63104676348723,516.0079491294687,529.4063055057577,97.05764106849297,282.0772072941843,124.14924879088171,120.767245771247,510.17280356052044,507.9574041214028,233.3107478478816,182.90077737183105,541.7296468096702,76.88386636311266,419.354967986078,437.2582097876823,289.89683022136614
9,325.1468445942231,290.20335601761303,69.5565538414196,481.5301809189147,18.74112192367294,127.30933548940003,110.83013983406263,535.1696755707694,384.3251549327486,325.03597158061547,386.3704063299107,297.3682465295821,582.5997554554639,575.4748662945398,80.87733131282762,560.6790963676256,439.5627810924854,543.0099486108007,209.1301593250983,369.536252141111,393.65159402809513,417.2986048135665,318.424309268353,425.6930372882204,366.9345423803939,517.0957944947144,528.8341716156599,98.99004823892653,280.14010550561784,123.59321702805325,119.51617672895858,511.752791190842,506.2956593146686,232.1705115312202,183.30715020339846,543.7035758312678,78.89094467202278,419.17283802576395,438.4595166135713,288.27868419253747
10,327.66152905364544,289.22369161937434,71.39448319542528,480.72222100288104,18.35658548902574,125.32930558925956,112.84132025450732,535.3231030501901,386.29808775866496,324.6165401327682,385.31696588941315,295.6481738818879,580.7960833687478,576.3777249095082,82.57738678470054,561.7645446932387,437.8639356845984,541.9226073786557,207.14965773412342,369.91835176577376,391.70467636396125,416.771444226928,316.4091344854791,425.6066818049515,365.5216864835648,515.6562720427128,528.2615553195263,100.92408475678852,278.2013704112626,123.03671643601697,120.21164958285293,513.6461226949684,504.63251337484564,231.02931380169574,183.71386567627783,545.6791692102661,80.89971528881259,418.99055449896196,439.6618363451343,286.6591737917942
11,330.02797141434405,290.1169107930298,73.24479042529892,479.90786252332185,17.97174843298868,123.34772774908815,114.85407296771488,535.4766504755455,388.2725629762893,324.1967807834441,384.2627018943683,293.9267565225268,578.9910012143223,577.2812893577533,84.27877131929091,562.8508415963984,436.163762159993,540.8344160891351,205.16760783436098,370.3007501067866,389.7562366461508,416.24387151874794,314.6153111328916,424.6809669049584,363.9861217820699,514.3460081975729,527.6884913656644,102.85963325815494,276.21006124108186,122.70590216015856,120.90766614079483,515.5409343603928,502.9680672272948,229.8872239110738,184.12089910958883,547.6563070609292,82.91005631443838,418.80812846725735,440.86509602151455,285.03839729654413
12,332.39441377504266,291.0101299666852,75.0977406222286,479.23113785112093,17.58660820729971,121.36458884754124,116.86841130145943,535.6303188635753,390.248593659935,323.77669075313753,383.2076073637932,292.20398305284976,577.1844970395382,578.1855656223761,85.9814961825971,563.9379942701987,434.46224926068976,539.7453675366007,203.1839965013406,370.6834496962632,387.80626197274876,415.7158831956166,312.8200746294838,423.75452273874834,362.44934738257757,513.0347121435343,527.7712051752609,104.87813055118619,274.2171833433098,122.37482727309525,121.60423101157274,517.4372387339232,500.9548090579136,229.71999819626785,184.52825319857047,549.6350024752015,84.9219810607049,418.62555872268604,442.06930361029436,283.41634397454834
13,334.7608561357413,291.90334914034065,76.91156158522617,478.51401473705965,17.623605229926753,119.34318985825914,118.88429138680885,535.784104867638,392.2261367749468,323.35627919070913,382.15170527588845,290.47989099199214,575.1950216903322,578.5453023156052,87.99651635891419,564.1026646761284,432.7594340428042,538.6554854387152,201.19886693481155,371.0664421996443,385.854794810954,415.1874907562398,311.0234640725152,422.8273694827314,360.9113967534732,511.7224124384397,527.8539822930646,106.89817277904235,272.22278011950596,122.04349898508637,122.30132902516455,519.3349945172105,498.94000996367305,229.55264448880556,184.93591907172953,551.6152123603944,86.82253408175946,417.93612354247375,443.27443288583925,281.7930491514251
